ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	K7	Data
548	MathewsCreek	[AW4-091]	21	35.101444	-82.666	Matthews Creek	0.008	0.024	0.022	0.026	0.015	0.859	0.047	0.8-2.4-2.2-2.6-1.5-85.9-4.7
549	D707	[D707-001]	20	36.293816	-81.602125	UT South Fork New River	0.007	0.004	0.005	0.004	0.015	0.004	0.961	0.7-0.4-0.5-0.4-1.5-0.4-96.1
550	D708	[D708-001]	54	36.27005	-81.45564	UT West Fork Pine Swamp Creek	0.014	0.011	0.016	0.007	0.010	0.007	0.935	1.4-1.1-1.6-0.7-1-0.7-93.5
551	D709	[D709-001]	54	36.26992	-81.45647	West Fork Pine Swamp Creek	0.014	0.004	0.01	0.004	0.018	0.005	0.946	1.4-0.4-1-0.4-1.8-0.5-94.6
553	D711	[D711-001]	48	36.289919	-81.43763	East Fork Pine Swamp Creek	0.008	0.004	0.011	0.003	0.037	0.004	0.931	0.8-0.4-1.1-0.3-3.7-0.4-93.1
554	POAR1	[POAR1-01]	50	39.6659	-77.5459	Edgemont Reservoir	0.009	0.963	0.005	0.007	0.007	0.005	0.005	0.9-96.3-0.5-0.7-0.7-0.5-0.5
555	POCA1	[POCA1-001]	23	39.1218	-78.5043	Hawk Run	0.006	0.862	0.071	0.017	0.015	0.02	0.009	0.6-86.2-7.1-1.7-1.5-2-0.9
556	PONB1	[PONB1-01]	49	39.56505	-79.1526	Big Run	0.030	0.879	0.017	0.004	0.033	0.007	0.029	3-87.9-1.7-0.4-3.3-0.7-2.9
557	PONB10	[MD35-001]	50	39.565446	-79.107979	Mainstem Savage River	0.015	0.917	0.011	0.014	0.021	0.008	0.013	1.5-91.7-1.1-1.4-2.1-0.8-1.3
558	PONB11	[MD36-001]	50	39.586382	-79.095378	Poplar Lick	0.016	0.898	0.013	0.034	0.019	0.009	0.011	1.6-89.8-1.3-3.4-1.9-0.9-1.1
559	PONB12	[MD37-001]	50	39.62059	-79.066713	Blue Lick	0.017	0.934	0.01	0.009	0.010	0.011	0.01	1.7-93.4-1-0.9-1-1.1-1
560	PONB2	[PONB2-01]	49	39.60631	-79.12489	Poplar Lick	0.014	0.899	0.01	0.016	0.041	0.005	0.015	1.4-89.9-1-1.6-4.1-0.5-1.5
561	PONB3	[PONB3-01]	49	39.51775	-79.16868	Middle Fork Crabtree Creek	0.022	0.897	0.019	0.015	0.015	0.022	0.01	2.2-89.7-1.9-1.5-1.5-2.2-1
562	PONB4	[PONB4-01]	50	39.37217	-79.25085	Lostland Run	0.011	0.852	0.085	0.01	0.018	0.013	0.011	1.1-85.2-8.5-1-1.8-1.3-1.1
563	PONB5	[PONB5-01]	48	39.26321	-79.38213	Hindleg Run	0.008	0.92	0.052	0.004	0.004	0.006	0.005	0.8-92-5.2-0.4-0.4-0.6-0.5
564	PONB6	[PONB6-01]	50	39.52621	-79.04156	Mill Run	0.049	0.923	0.006	0.005	0.007	0.004	0.005	4.9-92.3-0.6-0.5-0.7-0.4-0.5
565	PONB7	[PONB7-001]	30	39.27408	-79.31303	Difficult Creek	0.015	0.87	0.026	0.011	0.026	0.02	0.032	1.5-87-2.6-1.1-2.6-2-3.2
566	PONB8	[PONB8-001]	29	39.6443	-78.9357	Sand Spring Run	0.054	0.767	0.022	0.008	0.007	0.134	0.008	5.4-76.7-2.2-0.8-0.7-13.4-0.8
567	PONB9	[MD34-001]	50	39.594986	-79.051875	Little Savage River	0.038	0.902	0.014	0.01	0.016	0.007	0.013	3.8-90.2-1.4-1-1.6-0.7-1.3
568	POSB1	[POSB1-001]	49	38.6474	-79.5013	Teter Camp Run	0.019	0.914	0.009	0.012	0.012	0.023	0.011	1.9-91.4-0.9-1.2-1.2-2.3-1.1
569	POSB2	[POSB2-01]	25	38.8696	-79.4718	Horse Camp Run	0.023	0.907	0.015	0.014	0.015	0.008	0.019	2.3-90.7-1.5-1.4-1.5-0.8-1.9
570	POSB3	[POSB3-001]	23	38.8793	-79.3423	Sawmill Run	0.011	0.862	0.009	0.005	0.055	0.031	0.026	1.1-86.2-0.9-0.5-5.5-3.1-2.6
571	POSB4	[POSB4-001]	27	38.8789	-79.34	Powdermill Run	0.014	0.946	0.005	0.006	0.010	0.01	0.01	1.4-94.6-0.5-0.6-1-1-1
572	POSB5	[POSB5-001]	20	38.9092	-79.3258	Zeke Run	0.005	0.971	0.007	0.004	0.003	0.008	0.003	0.5-97.1-0.7-0.4-0.3-0.8-0.3
573	POSB6	[POSB6-001]	30	39.2597	-78.7537	Mill Run	0.018	0.914	0.011	0.009	0.009	0.008	0.031	1.8-91.4-1.1-0.9-0.9-0.8-3.1
574	POSB7	[POSB7-001]	30	38.9359	-79.3071	High Ridge Run	0.084	0.829	0.026	0.026	0.018	0.009	0.007	8.4-82.9-2.6-2.6-1.8-0.9-0.7
575	POSB8	[POSB8-001]	30	38.9718	-79.2837	Samuel Run	0.022	0.937	0.011	0.007	0.006	0.013	0.005	2.2-93.7-1.1-0.7-0.6-1.3-0.5
577	POSH10	[POSH10-001]	100	38.2685	-78.7011	Big Run	0.005	0.969	0.004	0.008	0.007	0.004	0.003	0.5-96.9-0.4-0.8-0.7-0.4-0.3
578	POSH11	[POSH11-001]	50	38.3127	-78.6305	U. Hawksbill Creek	0.005	0.898	0.005	0.07	0.006	0.006	0.009	0.5-89.8-0.5-7-0.6-0.6-0.9
579	POSH12	[POSH12-01]	48	38.3685	-78.5602	Lee Run	0.002	0.978	0.003	0.01	0.002	0.003	0.002	0.2-97.8-0.3-1-0.2-0.3-0.2
580	POSH13	[POSH13-02]	43	38.3326	-78.5982	Eaton Hollow	0.004	0.946	0.004	0.028	0.004	0.01	0.003	0.4-94.6-0.4-2.8-0.4-1-0.3
581	POSH14	[POSH14-01]	29	38.6329	-78.3432	Dry Run, N.F.	0.023	0.752	0.03	0.103	0.013	0.026	0.053	2.3-75.2-3-10.3-1.3-2.6-5.3
583	POSH16	[POSH16-01]	50	38.4318	-78.5374	S. Br. Naked Creek -1	0.003	0.959	0.004	0.015	0.003	0.014	0.003	0.3-95.9-0.4-1.5-0.3-1.4-0.3
584	POSH17	[POSH17-01]	50	38.4209	-78.5202	S. Br. Naked Creek -2	0.003	0.968	0.003	0.011	0.003	0.009	0.003	0.3-96.8-0.3-1.1-0.3-0.9-0.3
585	POSH18	[POSH18-001]	50	38.4886	-78.4988	W. Br. Naked Creek	0.003	0.968	0.004	0.009	0.003	0.01	0.003	0.3-96.8-0.4-0.9-0.3-1-0.3
586	POSH19	[POSH19-001]	50	38.4935	-78.4595	E. Br. Naked Creek	0.003	0.978	0.003	0.008	0.003	0.003	0.002	0.3-97.8-0.3-0.8-0.3-0.3-0.2
588	POSH20	[POSH20-01]	38	38.4633	-78.4955	Big Creek	0.003	0.969	0.004	0.008	0.004	0.01	0.003	0.3-96.9-0.4-0.8-0.4-1-0.3
589	POSH21	[POSH21-01]	33	38.5021	-78.5127	Harris Cove	0.003	0.975	0.003	0.004	0.003	0.01	0.003	0.3-97.5-0.3-0.4-0.3-1-0.3
590	POSH22	[POSH22-01]	25	38.5087	-78.5398	Fultz Run	0.006	0.956	0.005	0.016	0.004	0.008	0.005	0.6-95.6-0.5-1.6-0.4-0.8-0.5
591	POSH23	[POSH23-01]	49	38.5198	-78.4459	Lewis Spring Branch	0.006	0.949	0.013	0.02	0.003	0.005	0.004	0.6-94.9-1.3-2-0.3-0.5-0.4
592	POSH24	[POSH24-001]	50	38.5456	-78.4286	Little Hawksbill Creek	0.009	0.752	0.128	0.057	0.014	0.024	0.017	0.9-75.2-12.8-5.7-1.4-2.4-1.7
593	POSH25	[POSH25-01]	50	38.5524	-78.4134	Big Fill Hollow	0.005	0.644	0.156	0.045	0.024	0.107	0.019	0.5-64.4-15.6-4.5-2.4-10.7-1.9
594	POSH26	[POSH26-001]	50	38.5621	-78.3903	East Hawksbill Creek	0.005	0.508	0.23	0.226	0.019	0.004	0.009	0.5-50.8-23-22.6-1.9-0.4-0.9
595	POSH27	[POSH27-01]	50	38.6057	-78.3806	S. Fork Dry Run	0.007	0.898	0.004	0.061	0.016	0.005	0.009	0.7-89.8-0.4-6.1-1.6-0.5-0.9
596	POSH28	[POSH28-001]	35	38.6519	-78.3551	Pass Run	0.008	0.903	0.011	0.012	0.006	0.053	0.006	0.8-90.3-1.1-1.2-0.6-5.3-0.6
598	POSH3	[POSH3-001]	50	38.1596	-78.7912	Meadow Run	0.004	0.961	0.004	0.017	0.005	0.006	0.004	0.4-96.1-0.4-1.7-0.5-0.6-0.4
599	POSH30	[POSH30-001]	50	38.7523	-78.3092	Jeremy's Run	0.006	0.958	0.006	0.011	0.008	0.006	0.005	0.6-95.8-0.6-1.1-0.8-0.6-0.5
600	POSH31	[POSH31-01]	50	38.7776	-78.3323	Heiskell Hollow	0.010	0.947	0.008	0.003	0.005	0.021	0.005	1-94.7-0.8-0.3-0.5-2.1-0.5
601	POSH32	[POSH32-01]	50	38.7838	-78.3014	Overall Run	0.008	0.949	0.004	0.026	0.004	0.005	0.003	0.8-94.9-0.4-2.6-0.4-0.5-0.3
604	POSH35	[POSH35-01]	41	38.7726	-78.2678	Greasy Run, site 2	0.005	0.765	0.009	0.009	0.006	0.202	0.004	0.5-76.5-0.9-0.9-0.6-20.2-0.4
605	POSH36	[POSH36-01]	50	38.7752	-78.2472	Gooney Run	0.006	0.917	0.007	0.007	0.015	0.045	0.004	0.6-91.7-0.7-0.7-1.5-4.5-0.4
607	POSH38	[POSH38-01]	40	38.8278	-78.1881	Lands Run	0.009	0.848	0.017	0.003	0.014	0.103	0.006	0.9-84.8-1.7-0.3-1.4-10.3-0.6
608	POSH39	[POSH39-001]	30	38.7985	-78.8679	Capon Run	0.003	0.886	0.007	0.01	0.012	0.078	0.005	0.3-88.6-0.7-1-1.2-7.8-0.5
609	POSH4	[POSH4-001]	49	38.2098	-78.7519	Paine Run	0.005	0.97	0.004	0.01	0.004	0.004	0.003	0.5-97-0.4-1-0.4-0.4-0.3
610	POSH40	[SH66-001]	25	38.13821	-78.80693	Big Mine Branch	0.005	0.925	0.004	0.018	0.034	0.008	0.006	0.5-92.5-0.4-1.8-3.4-0.8-0.6
611	POSH41	[SH70-001]	30	38.6279	-78.35774	Dry Run, N.F.	0.008	0.722	0.041	0.096	0.007	0.015	0.11	0.8-72.2-4.1-9.6-0.7-1.5-11
612	POSH42	[SH71-001]	30	38.56708	-78.39623	East Hawksbill Creek	0.006	0.344	0.072	0.559	0.010	0.004	0.005	0.6-34.4-7.2-55.9-1-0.4-0.5
613	POSH43	[SH77-001]	30	38.54181	-78.4257	Little Hawksbill Creek	0.004	0.799	0.138	0.017	0.019	0.006	0.017	0.4-79.9-13.8-1.7-1.9-0.6-1.7
614	POSH44	[SH87-001]	30	38.6129	-78.3781	S. Fork Dry Run	0.006	0.821	0.004	0.136	0.022	0.004	0.007	0.6-82.1-0.4-13.6-2.2-0.4-0.7
615	POSH45	[SH88-001]	25	38.36557	-78.57957	West Swift Run	0.004	0.973	0.005	0.01	0.003	0.003	0.003	0.4-97.3-0.5-1-0.3-0.3-0.3
616	POSH5	[POSH5-001]	25	38.2497	-78.7424	Madison Run	0.028	0.927	0.01	0.017	0.010	0.004	0.005	2.8-92.7-1-1.7-1-0.4-0.5
618	POSH8	[POSH8-001]	49	38.3144	-78.6732	Onemile Run	0.003	0.978	0.005	0.004	0.003	0.004	0.003	0.3-97.8-0.5-0.4-0.3-0.4-0.3
619	POSH9	[POSH9-001]	50	38.321	-78.6567	Twomile Run	0.004	0.975	0.004	0.007	0.003	0.005	0.003	0.4-97.5-0.4-0.7-0.3-0.5-0.3
620	JAMR1	[JAMR1-01]	50	38.2417	-78.6889	Doyle's R.	0.009	0.685	0.006	0.126	0.006	0.163	0.005	0.9-68.5-0.6-12.6-0.6-16.3-0.5
621	JAMR2	[JAMR2-001]	49	38.2069	-78.7266	N. Fork Moorman R.	0.009	0.531	0.006	0.01	0.006	0.435	0.004	0.9-53.1-0.6-1-0.6-43.5-0.4
622	JARR1	[JARR1-001]	25	38.3461	-78.5184	Swift Run	0.007	0.659	0.004	0.007	0.004	0.312	0.006	0.7-65.9-0.4-0.7-0.4-31.2-0.6
623	JARR2	[JARR2-01]	49	38.2794	-78.6402	Ivy Creek	0.006	0.872	0.007	0.046	0.018	0.039	0.012	0.6-87.2-0.7-4.6-1.8-3.9-1.2
624	JARR3	[SH75-001]	25	38.2788	-78.62369	Ivy Creek Tributary	0.005	0.963	0.006	0.01	0.005	0.008	0.004	0.5-96.3-0.6-1-0.5-0.8-0.4
625	RAPH1	[RAPH1-01]	50	38.7574	-78.2304	Waterfall Branch	0.004	0.83	0.003	0.006	0.006	0.147	0.003	0.4-83-0.3-0.6-0.6-14.7-0.3
626	RAPH10	[RAPH10-001]	50	38.602	-78.3429	Hughes R.	0.004	0.036	0.006	0.904	0.007	0.041	0.003	0.4-3.6-0.6-90.4-0.7-4.1-0.3
627	RAPH11	[RAPH11-051]	73	38.602	-78.3429	Hughes R.	0.003	0.019	0.006	0.927	0.008	0.033	0.004	0.3-1.9-0.6-92.7-0.8-3.3-0.4
628	RAPH12	[RAPH12-01]	23	38.5746	-78.3305	Brokenback Run	0.006	0.029	0.011	0.891	0.005	0.05	0.007	0.6-2.9-1.1-89.1-0.5-5-0.7
629	RAPH13	[RAPH13-01]	44	38.5373	-78.3052	Ragged Run	0.002	0.004	0.003	0.982	0.002	0.004	0.002	0.2-0.4-0.3-98.2-0.2-0.4-0.2
630	RAPH14	[SH73-001]	30	38.60539	-78.31641	Hannah Run	0.002	0.004	0.004	0.975	0.003	0.01	0.002	0.2-0.4-0.4-97.5-0.3-1-0.2
631	RAPH15	[SH74-001]	30	38.6039	-78.33224	Hughes Trib	0.002	0.003	0.003	0.983	0.002	0.003	0.002	0.2-0.3-0.3-98.3-0.2-0.3-0.2
632	RAPH16	[SH80-001]	30	38.6028	-78.34771	Nicholson Hollow	0.003	0.005	0.004	0.978	0.004	0.005	0.003	0.3-0.5-0.4-97.8-0.4-0.5-0.3
635	RAPH2	[RAPH2-01]	50	38.7478	-78.2628	Keyser Run	0.011	0.701	0.009	0.008	0.006	0.261	0.004	1.1-70.1-0.9-0.8-0.6-26.1-0.4
636	RAPH3	[RAPH3-01]	50	38.7132	-78.2785	Piney R.	0.013	0.909	0.04	0.009	0.007	0.015	0.007	1.3-90.9-4-0.9-0.7-1.5-0.7
637	RAPH4	[RAPH4-01]	49	38.7016	-78.2894	N. Fork Thornton	0.006	0.806	0.034	0.011	0.007	0.127	0.01	0.6-80.6-3.4-1.1-0.7-12.7-1
638	RAPH5	[RAPH5-51]	25	38.6597	-78.286	S. Fork Thornton	0.004	0.943	0.005	0.006	0.003	0.035	0.003	0.4-94.3-0.5-0.6-0.3-3.5-0.3
639	RAPH6	[RAPH6-001]	50	38.6352	-78.278	Hazel R.	0.003	0.214	0.017	0.12	0.006	0.636	0.004	0.3-21.4-1.7-12-0.6-63.6-0.4
640	RAPH7	[RAPH7-01]	25	38.6013	-78.285	Broad Hollow Run	0.004	0.362	0.01	0.053	0.007	0.556	0.008	0.4-36.2-1-5.3-0.7-55.6-0.8
641	RAPH8	[RAPH8-001]	40	38.6074	-78.3162	Hannah Run	0.002	0.005	0.003	0.978	0.004	0.006	0.002	0.2-0.5-0.3-97.8-0.4-0.6-0.2
642	RAPH9	[RAPH9-041]	25	38.6074	-78.3162	Hannah Run	0.004	0.007	0.005	0.961	0.004	0.016	0.003	0.4-0.7-0.5-96.1-0.4-1.6-0.3
643	RAPJ1	[RAPJ1-01]	50	38.8264	-78.1595	Indian Run	0.004	0.905	0.004	0.007	0.003	0.075	0.003	0.4-90.5-0.4-0.7-0.3-7.5-0.3
644	RAPJ2	[RAPJ2-001]	50	38.8066	-78.1555	Bolton Branch	0.008	0.96	0.004	0.005	0.011	0.008	0.004	0.8-96-0.4-0.5-1.1-0.8-0.4
645	RAPJ3	[RAPJ3-01]	50	38.7729	-78.1659	Jordan R.	0.003	0.924	0.005	0.004	0.003	0.057	0.003	0.3-92.4-0.5-0.4-0.3-5.7-0.3
647	RAPR10	[RAPR10-051]	50	38.4472	-78.3651	Rapidan R.	0.009	0.011	0.009	0.889	0.005	0.071	0.005	0.9-1.1-0.9-88.9-0.5-7.1-0.5
648	RAPR11	[RAPR11-01]	49	38.4666	-78.4428	Conway	0.004	0.007	0.005	0.974	0.003	0.003	0.003	0.4-0.7-0.5-97.4-0.3-0.3-0.3
649	RAPR12	[RAPR12-01]	50	38.4376	-78.4685	Devil's Ditch	0.009	0.016	0.008	0.912	0.006	0.044	0.005	0.9-1.6-0.8-91.2-0.6-4.4-0.5
650	RAPR13	[RAPR13-01]	25	38.4148	-78.4701	Pocosin Hollow Run	0.003	0.005	0.003	0.981	0.003	0.003	0.003	0.3-0.5-0.3-98.1-0.3-0.3-0.3
651	RAPR14	[RAPR14-01]	25	38.3797	-78.5055	South R.	0.003	0.016	0.006	0.959	0.002	0.01	0.003	0.3-1.6-0.6-95.9-0.2-1-0.3
652	RAPR15	[SH67-001]	25	38.45095	-78.44411	Bush Mountain Stream	0.007	0.004	0.004	0.976	0.003	0.003	0.003	0.7-0.4-0.4-97.6-0.3-0.3-0.3
653	RAPR16	[SH68-001]	30	38.54372	-78.37149	Cedar Run	0.003	0.003	0.003	0.984	0.003	0.002	0.003	0.3-0.3-0.3-98.4-0.3-0.2-0.3
654	RAPR17	[SH69-001]	30	38.50457	-78.40163	Dark Hollow	0.002	0.006	0.003	0.979	0.003	0.005	0.0003	0.2-0.6-0.3-97.9-0.3-0.5-0.03
655	RAPR18	[SH72-001]	25	38.3916	-78.47795	Entry Run	0.003	0.003	0.002	0.986	0.002	0.002	0.002	0.3-0.3-0.2-98.6-0.2-0.2-0.2
656	RAPR19	[SH76-001]	30	38.48337	-78.43376	Laurel Prong	0.019	0.026	0.012	0.876	0.020	0.037	0.011	1.9-2.6-1.2-87.6-2-3.7-1.1
657	RAPR2	[RAPR2-01]	24	38.5635	-78.3638	White Oak Canyon Run	0.016	0.02	0.013	0.87	0.013	0.062	0.006	1.6-2-1.3-87-1.3-6.2-0.6
658	RAPR20	[SH78-001]	30	38.50017	-78.43459	Mill Prong	0.002	0.002	0.002	0.986	0.003	0.002	0.003	0.2-0.2-0.2-98.6-0.3-0.2-0.3
659	RAPR21	[SH79-001]	30	38.5704	-78.35266	Negro Run	0.002	0.003	0.003	0.985	0.002	0.002	0.003	0.2-0.3-0.3-98.5-0.2-0.2-0.3
662	RAPR24	[SH83-001]	30	38.41675	-78.47255	Pocosin Hollow Run	0.003	0.005	0.002	0.983	0.002	0.003	0.002	0.3-0.5-0.2-98.3-0.2-0.3-0.2
663	RAPR25	[SH86-001]	30	38.5346	-78.41011	Rose River	0.003	0.003	0.003	0.982	0.002	0.005	0.003	0.3-0.3-0.3-98.2-0.2-0.5-0.3
664	RAPR26	[SH89-001]	30	38.57729	-78.37114	White Oak Canyon Run	0.005	0.005	0.003	0.975	0.005	0.003	0.003	0.5-0.5-0.3-97.5-0.5-0.3-0.3
665	RAPR3	[RAPR3-01]	25	38.5471	-78.3754	Cedar Run	0.005	0.007	0.011	0.959	0.005	0.007	0.007	0.5-0.7-1.1-95.9-0.5-0.7-0.7
666	RAPR4	[RAPR4-001]	50	38.533	-78.4093	Rose R.	0.005	0.015	0.006	0.949	0.008	0.009	0.007	0.5-1.5-0.6-94.9-0.8-0.9-0.7
667	RAPR5	[RAPR5-051]	50	38.533	-78.4093	Rose R.	0.004	0.009	0.005	0.953	0.004	0.022	0.004	0.4-0.9-0.5-95.3-0.4-2.2-0.4
668	RAPR6	[RAPR6-001]	50	38.5227	-78.42	Hogcamp Branch	0.004	0.059	0.013	0.846	0.005	0.067	0.006	0.4-5.9-1.3-84.6-0.5-6.7-0.6
669	RAPR7	[RAPR7-001]	45	38.4644	-78.4115	Staunton R.	0.003	0.004	0.004	0.979	0.004	0.004	0.003	0.3-0.4-0.4-97.9-0.4-0.4-0.3
670	RAPR8	[RAPR8-051]	39	38.4644	-78.4115	Staunton R.	0.004	0.003	0.003	0.981	0.004	0.003	0.003	0.4-0.3-0.3-98.1-0.4-0.3-0.3
671	RAPR9	[RAPR9-001]	50	38.4472	-78.3651	Rapidan R.	0.008	0.015	0.01	0.895	0.009	0.052	0.012	0.8-1.5-1-89.5-0.9-5.2-1.2
673	SANR10	[WRC008-001]	20	36.075153	-81.786286	Bucks Timber Creek	0.007	0.005	0.004	0.005	0.004	0.004	0.97	0.7-0.5-0.4-0.5-0.4-0.4-97
675	SANR12	[WRC010-001]	20	35.9847383	-81.856655	Harper Creek	0.007	0.073	0.216	0.081	0.281	0.101	0.241	0.7-7.3-21.6-8.1-28.1-10.1-24.1
676	SANR13	[WRC013-001]	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.014	0.059	0.014	0.06	0.015	0.035	0.804	1.4-5.9-1.4-6-1.5-3.5-80.4
677	SANR14	[WRC014-001]	20	36.0909312	-81.7941819	Little Wilson Creek	0.008	0.003	0.004	0.006	0.004	0.002	0.973	0.8-0.3-0.4-0.6-0.4-0.2-97.3
678	SANR15	[WRC015-001]	20	36.067003	-81.630581	Mulberry Creek	0.008	0.012	0.007	0.006	0.035	0.005	0.926	0.8-1.2-0.7-0.6-3.5-0.5-92.6
680	SANR17	[WRC017-001]	20	35.9596683	-81.888163	Upper Creek	0.005	0.035	0.118	0.022	0.061	0.307	0.452	0.5-3.5-11.8-2.2-6.1-30.7-45.2
681	SANR18	[WRC018-001]	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0.004	0.03	0.029	0.008	0.042	0.019	0.867	0.4-3-2.9-0.8-4.2-1.9-86.7
682	SANR19	[WRC020-001]	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.006	0.064	0.106	0.195	0.038	0.265	0.326	0.6-6.4-10.6-19.5-3.8-26.5-32.6
683	SANR2	[WRC011-001]	20	35.596247	-81.706086	Henry Fork	0.003	0.005	0.002	0.004	0.002	0.981	0.002	0.3-0.5-0.2-0.4-0.2-98.1-0.2
684	SANR20	[WRC021-001]	20	36.0894111	-81.8022855	Wilson Creek	0.008	0.004	0.008	0.005	0.005	0.004	0.966	0.8-0.4-0.8-0.5-0.5-0.4-96.6
686	SANR22	[WRC002-001]	20	35.183939	-82.531411	Uncles Creek (above falls)	0.014	0.005	0.006	0.003	0.003	0.966	0.003	1.4-0.5-0.6-0.3-0.3-96.6-0.3
687	SANR23	[WRC392-001]	36	35.893897	-81.97595	UT Honeycutt Creek	0.011	0.009	0.93	0.011	0.009	0.003	0.027	1.1-0.9-93-1.1-0.9-0.3-2.7
690	SANR4	[WRC019-001]	20	35.9573661	-81.9253382	UT Linville River	0.007	0.042	0.162	0.042	0.075	0.063	0.607	0.7-4.2-16.2-4.2-7.5-6.3-60.7
691	SANR5	[WRC006-001]	20	35.793128	-82.141186	Bee Rock Creek	0.008	0.01	0.726	0.01	0.212	0.003	0.032	0.8-1-72.6-1-21.2-0.3-3.2
695	SANR9	[WRC007-001]	20	35.907003	-81.860933	Buck Creek	0.005	0.009	0.006	0.005	0.004	0.964	0.005	0.5-0.9-0.6-0.5-0.4-96.4-0.5
697	SAV_GA1	[GA01-001]	38	34.987823	-83.272426	Ammons Creek	0.004	0.003	0.003	0.002	0.981	0.003	0.004	0.4-0.3-0.3-0.2-98.1-0.3-0.4
698	SAV_GA10	[GA10-001]	30	34.953095	-83.539133	Flat Branch	0.006	0.005	0.007	0.006	0.968	0.003	0.004	0.6-0.5-0.7-0.6-96.8-0.3-0.4
699	SAV_GA12	[GA12-001]	30	34.911669	-83.313096	Tuckaluge Creek	0.020	0.009	0.036	0.081	0.767	0.021	0.064	2-0.9-3.6-8.1-76.7-2.1-6.4
700	SAV_GA22	[GA22-001]	30	34.860172	-83.644773	Perry Cove	0.006	0.028	0.005	0.021	0.638	0.293	0.009	0.6-2.8-0.5-2.1-63.8-29.3-0.9
701	SAV_GA23	[GA23-001]	30	34.883037	-83.604608	Lindsey Branch	0.005	0.005	0.005	0.004	0.975	0.003	0.005	0.5-0.5-0.5-0.4-97.5-0.3-0.5
702	SAV_GA8	[GA08-001]	30	34.869109	-83.622943	North Moccasin Creek	0.008	0.055	0.007	0.017	0.728	0.175	0.01	0.8-5.5-0.7-1.7-72.8-17.5-1
704	SAVR10	[WRC265-001]	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.101	0.032	0.092	0.007	0.089	0.548	0.132	10.1-3.2-9.2-0.7-8.9-54.8-13.2
705	SAVR11	[WRC266-001]	16	35.017875	-83.2746057	West Fork Overflow Creek	0.015	0.014	0.007	0.01	0.172	0.77	0.012	1.5-1.4-0.7-1-17.2-77-1.2
708	SAVR4	[WRC257-001]	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.007	0.012	0.006	0.013	0.561	0.39	0.01	0.7-1.2-0.6-1.3-56.1-39-1
709	SAVR5	[WRC258-001]	20	35.0112651	-83.1217918	Glade Creek	0.025	0.036	0.014	0.023	0.814	0.061	0.028	2.5-3.6-1.4-2.3-81.4-6.1-2.8
710	SAVR6	[WRC259-001]	16	35.16205	-82.928467	Indian Creek	0.049	0.015	0.087	0.042	0.016	0.771	0.021	4.9-1.5-8.7-4.2-1.6-77.1-2.1
712	SAVR8	[WRC263-001]	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.080	0.017	0.131	0.042	0.064	0.582	0.084	8-1.7-13.1-4.2-6.4-58.2-8.4
714	SC01	[SC01-001]	60	34.962301	-83.097877	King Creek	0.218	0.005	0.013	0.006	0.225	0.004	0.53	21.8-0.5-1.3-0.6-22.5-0.4-53
715	SC02	[SC02-001]	60	34.942555	-83.09442	Crane Creek	0.015	0.005	0.087	0.003	0.345	0.005	0.539	1.5-0.5-8.7-0.3-34.5-0.5-53.9
717	IOWR1	[IOWR1-001]	53	43.4179	-91.9378	South Pine Creek	0.020	0.025	0.016	0.033	0.054	0.839	0.015	2-2.5-1.6-3.3-5.4-83.9-1.5
718	ISRO1	[ISRO1-001]	28	47.9335	-89.1055	Washington Creek	0.019	0.055	0.089	0.01	0.014	0.798	0.016	1.9-5.5-8.9-1-1.4-79.8-1.6
719	ISRO2	[ISRO2-001]	29	47.9212	-89.0752	Grace Creek	0.042	0.077	0.073	0.006	0.027	0.763	0.012	4.2-7.7-7.3-0.6-2.7-76.3-1.2
721	ISRO4	[ISRO4-001]	56	48.1127	-88.5697	Tobin Harbor	0.057	0.039	0.105	0.005	0.074	0.708	0.012	5.7-3.9-10.5-0.5-7.4-70.8-1.2
722	LACR1	[LACR1-001]	50	44.0877	-90.8523	Soper Creek	0.018	0.335	0.112	0.018	0.050	0.425	0.041	1.8-33.5-11.2-1.8-5-42.5-4.1
723	NEFS1	[NEFS1-001]	50	46.6565	-53.2144	Freshwater R.	0.006	0.005	0.008	0.002	0.004	0.971	0.004	0.6-0.5-0.8-0.2-0.4-97.1-0.4
724	NEFS2	[NEFS2-001]	36	46.6374	-53.1604	Watern Cove	0.004	0.004	0.008	0.002	0.003	0.961	0.017	0.4-0.4-0.8-0.2-0.3-96.1-1.7
725	NYNS1	[NY18-001]	30	40.863817	-73.200704	Nissequoque Creek	0.004	0.029	0.004	0.033	0.004	0.923	0.003	0.4-2.9-0.4-3.3-0.4-92.3-0.3
726	QUEM1	[QUEM1-001]	50	51.4174	-72.9409	Pepeshquasati R.	0.007	0.306	0.211	0.025	0.006	0.441	0.004	0.7-30.6-21.1-2.5-0.6-44.1-0.4
