ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	Data
803	Boone	UOG-051	50	41.35392	-77.36207	Boone Run	0.00124	0.9769	0.00012	0.02172	0.1-97.7-0-2.2
804	Dam	UOG-251	50	41.32943	-77.34448	Dam Run	0	0.99994	0	6.00E-05	0-100-0-0
805	Cedar	UOG-101	50	41.61398	-77.50751	Cedar Run	0	0.99874	0	0.00126	0-99.9-0-0.1
806	Sebring	UOG-151	29	41.44963	-77.42755	Sebring Branch Mill Run	0.000551724	0.999344828	6.90E-05	3.45E-05	0.1-99.9-0-0
807	Francis	UOG-201	50	41.5527	-77.61581	Francis Branch Slate Run	1.00E-04	0.99782	0.0019	0.00014	0-99.8-0.2-0
808	CONR1	CONR1-01	36	44.4434	-71.3048	Unnamed	0	0.026277778	2.78E-05	0.973722222	0-2.6-0-97.4
809	CONR2	CONR2-01	40	44.4743	-71.3453	Brandy Brook	0.00015	0.0029	7.50E-05	0.99685	0-0.3-0-99.7
813	HUDR1	HUDR1-01	50	42.7814	-73.1452	Broad Brook	0	0.02982	0	0.97018	0-3-0-97
814	MD31	MD31-001	50	39.6886	-76.7787	Silver Run	0	0.13836	0.0042	0.85738	0-13.8-0.4-85.7
815	MD32	MD32-001	50	39.8248	-76.778	Walker Run	0	0.11278	1.00E-04	0.88708	0-11.3-0-88.7
817	SUSR1	SUSR1-01	50	40.8982	-78.0105	Smays Run	0.00366	0.89182	0.00282	0.10166	0.4-89.2-0.3-10.2
818	SUSR2	SUSR2-01	50	40.9334	-78.0128	Benner Run	8.00E-05	0.9642	0.00106	0.03458	0-96.4-0.1-3.5
