ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	Data
650	RAPR13	[RAPR13-01]	25	38.4148	-78.4701	Pocosin Hollow Run	0.004	0.005	0.004	0.006	0.981	0.4-0.5-0.4-0.6-98.1
651	RAPR14	[RAPR14-01]	25	38.3797	-78.5055	South R.	0.005	0.005	0.004	0.005	0.981	0.5-0.5-0.4-0.5-98.1
652	RAPR15	[SH67-001]	25	38.45095	-78.44411	Bush Mountain Stream	0.004	0.006	0.005	0.02	0.966	0.4-0.6-0.5-2-96.6
653	RAPR16	[SH68-001]	30	38.54372	-78.37149	Cedar Run	0.005	0.008	0.005	0.006	0.976	0.5-0.8-0.5-0.6-97.6
654	RAPR17	[SH69-001]	30	38.50457	-78.40163	Dark Hollow	0.004	0.006	0.005	0.004	0.982	0.4-0.6-0.5-0.4-98.2
655	RAPR18	[SH72-001]	25	38.3916	-78.47795	Entry Run	0.003	0.006	0.004	0.016	0.971	0.3-0.6-0.4-1.6-97.1
656	RAPR19	[SH76-001]	30	38.48337	-78.43376	Laurel Prong	0.025	0.012	0.017	0.016	0.93	2.5-1.2-1.7-1.6-93
657	RAPR2	[RAPR2-01]	24	38.5635	-78.3638	White Oak Canyon Run	0.021	0.019	0.008	0.008	0.944	2.1-1.9-0.8-0.8-94.4
658	RAPR20	[SH78-001]	30	38.50017	-78.43459	Mill Prong	0.004	0.008	0.006	0.004	0.979	0.4-0.8-0.6-0.4-97.9
659	RAPR21	[SH79-001]	30	38.5704	-78.35266	Negro Run	0.004	0.007	0.005	0.005	0.979	0.4-0.7-0.5-0.5-97.9
662	RAPR24	[SH83-001]	30	38.41675	-78.47255	Pocosin Hollow Run	0.004	0.004	0.003	0.003	0.986	0.4-0.4-0.3-0.3-98.6
663	RAPR25	[SH86-001]	30	38.5346	-78.41011	Rose River	0.007	0.005	0.004	0.004	0.98	0.7-0.5-0.4-0.4-98
664	RAPR26	[SH89-001]	30	38.57729	-78.37114	White Oak Canyon Run	0.005	0.011	0.01	0.008	0.967	0.5-1.1-1-0.8-96.7
665	RAPR3	[RAPR3-01]	25	38.5471	-78.3754	Cedar Run	0.008	0.024	0.008	0.006	0.954	0.8-2.4-0.8-0.6-95.4
666	RAPR4	[RAPR4-001]	50	38.533	-78.4093	Rose R.	0.007	0.008	0.006	0.006	0.973	0.7-0.8-0.6-0.6-97.3
667	RAPR5	[RAPR5-051]	50	38.533	-78.4093	Rose R.	0.018	0.008	0.006	0.008	0.961	1.8-0.8-0.6-0.8-96.1
668	RAPR6	[RAPR6-001]	50	38.5227	-78.42	Hogcamp Branch	0.032	0.009	0.005	0.004	0.95	3.2-0.9-0.5-0.4-95
669	RAPR7	[RAPR7-001]	45	38.4644	-78.4115	Staunton R.	0.007	0.006	0.007	0.005	0.974	0.7-0.6-0.7-0.5-97.4
670	RAPR8	[RAPR8-051]	39	38.4644	-78.4115	Staunton R.	0.005	0.006	0.007	0.006	0.976	0.5-0.6-0.7-0.6-97.6
671	RAPR9	[RAPR9-001]	50	38.4472	-78.3651	Rapidan R.	0.034	0.018	0.01	0.01	0.927	3.4-1.8-1-1-92.7
673	SANR10	[WRC008-001]	20	36.075153	-81.786286	Bucks Timber Creek	0.004	0.06	0.911	0.019	0.006	0.4-6-91.1-1.9-0.6
675	SANR12	[WRC010-001]	20	35.9847383	-81.856655	Harper Creek	0.137	0.4	0.306	0.01	0.148	13.7-40-30.6-1-14.8
676	SANR13	[WRC013-001]	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.057	0.795	0.034	0.032	0.082	5.7-79.5-3.4-3.2-8.2
677	SANR14	[WRC014-001]	20	36.0909312	-81.7941819	Little Wilson Creek	0.003	0.015	0.943	0.035	0.004	0.3-1.5-94.3-3.5-0.4
678	SANR15	[WRC015-001]	20	36.067003	-81.630581	Mulberry Creek	0.007	0.877	0.091	0.01	0.015	0.7-87.7-9.1-1-1.5
680	SANR17	[WRC017-001]	20	35.9596683	-81.888163	Upper Creek	0.32	0.557	0.067	0.008	0.048	32-55.7-6.7-0.8-4.8
681	SANR18	[WRC018-001]	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0.013	0.847	0.104	0.008	0.028	1.3-84.7-10.4-0.8-2.8
682	SANR19	[WRC020-001]	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.298	0.385	0.05	0.013	0.255	29.8-38.5-5-1.3-25.5
683	SANR2	[WRC011-001]	20	35.596247	-81.706086	Henry Fork	0.984	0.003	0.003	0.003	0.006	98.4-0.3-0.3-0.3-0.6
684	SANR20	[WRC021-001]	20	36.0894111	-81.8022855	Wilson Creek	0.005	0.525	0.399	0.063	0.008	0.5-52.5-39.9-6.3-0.8
686	SANR22	[WRC002-001]	20	35.183939	-82.531411	Uncles Creek (above falls)	0.969	0.005	0.004	0.017	0.006	96.9-0.5-0.4-1.7-0.6
687	SANR23	[WRC392-001]	36	35.893897	-81.97595	UT Honeycutt Creek	0.004	0.94	0.014	0.021	0.021	0.4-94-1.4-2.1-2.1
690	SANR4	[WRC019-001]	20	35.9573661	-81.9253382	UT Linville River	0.061	0.794	0.073	0.013	0.058	6.1-79.4-7.3-1.3-5.8
691	SANR5	[WRC006-001]	20	35.793128	-82.141186	Bee Rock Creek	0.005	0.884	0.071	0.009	0.031	0.5-88.4-7.1-0.9-3.1
695	SANR9	[WRC007-001]	20	35.907003	-81.860933	Buck Creek	0.971	0.007	0.006	0.005	0.01	97.1-0.7-0.6-0.5-1
697	SAV_GA1	[GA01-001]	38	34.987823	-83.272426	Ammons Creek	0.005	0.004	0.982	0.006	0.004	0.5-0.4-98.2-0.6-0.4
698	SAV_GA10	[GA10-001]	30	34.953095	-83.539133	Flat Branch	0.004	0.007	0.972	0.009	0.008	0.4-0.7-97.2-0.9-0.8
699	SAV_GA12	[GA12-001]	30	34.911669	-83.313096	Tuckaluge Creek	0.032	0.116	0.711	0.077	0.064	3.2-11.6-71.1-7.7-6.4
700	SAV_GA22	[GA22-001]	30	34.860172	-83.644773	Perry Cove	0.335	0.01	0.623	0.007	0.024	33.5-1-62.3-0.7-2.4
701	SAV_GA23	[GA23-001]	30	34.883037	-83.604608	Lindsey Branch	0.004	0.007	0.977	0.006	0.006	0.4-0.7-97.7-0.6-0.6
702	SAV_GA8	[GA08-001]	30	34.869109	-83.622943	North Moccasin Creek	0.222	0.016	0.706	0.01	0.046	22.2-1.6-70.6-1-4.6
704	SAVR10	[WRC265-001]	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.565	0.107	0.103	0.207	0.017	56.5-10.7-10.3-20.7-1.7
705	SAVR11	[WRC266-001]	16	35.017875	-83.2746057	West Fork Overflow Creek	0.784	0.015	0.179	0.009	0.013	78.4-1.5-17.9-0.9-1.3
708	SAVR4	[WRC257-001]	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.423	0.013	0.542	0.007	0.015	42.3-1.3-54.2-0.7-1.5
709	SAVR5	[WRC258-001]	20	35.0112651	-83.1217918	Glade Creek	0.087	0.026	0.814	0.029	0.044	8.7-2.6-81.4-2.9-4.4
710	SAVR6	[WRC259-001]	16	35.16205	-82.928467	Indian Creek	0.752	0.027	0.018	0.177	0.026	75.2-2.7-1.8-17.7-2.6
712	SAVR8	[WRC263-001]	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.588	0.22	0.053	0.091	0.048	58.8-22-5.3-9.1-4.8
714	SC01	[SC01-001]	60	34.962301	-83.097877	King Creek	0.005	0.56	0.271	0.157	0.007	0.5-56-27.1-15.7-0.7
715	SC02	[SC02-001]	60	34.942555	-83.09442	Crane Creek	0.009	0.477	0.429	0.078	0.007	0.9-47.7-42.9-7.8-0.7
717	IOWR1	[IOWR1-001]	53	43.4179	-91.9378	South Pine Creek	0.863	0.026	0.055	0.014	0.042	86.3-2.6-5.5-1.4-4.2
718	ISRO1	[ISRO1-001]	28	47.9335	-89.1055	Washington Creek	0.876	0.032	0.024	0.036	0.033	87.6-3.2-2.4-3.6-3.3
719	ISRO2	[ISRO2-001]	29	47.9212	-89.0752	Grace Creek	0.84	0.027	0.037	0.056	0.04	84-2.7-3.7-5.6-4
721	ISRO4	[ISRO4-001]	56	48.1127	-88.5697	Tobin Harbor	0.781	0.039	0.093	0.066	0.021	78.1-3.9-9.3-6.6-2.1
722	LACR1	[LACR1-001]	50	44.0877	-90.8523	Soper Creek	0.532	0.094	0.097	0.021	0.257	53.2-9.4-9.7-2.1-25.7
723	NEFS1	[NEFS1-001]	50	46.6565	-53.2144	Freshwater R.	0.977	0.007	0.005	0.007	0.005	97.7-0.7-0.5-0.7-0.5
724	NEFS2	[NEFS2-001]	36	46.6374	-53.1604	Watern Cove	0.961	0.027	0.004	0.004	0.004	96.1-2.7-0.4-0.4-0.4
725	NYNS1	[NY18-001]	30	40.863817	-73.200704	Nissequoque Creek	0.948	0.004	0.005	0.004	0.038	94.8-0.4-0.5-0.4-3.8
726	QUEM1	[QUEM1-001]	50	51.4174	-72.9409	Pepeshquasati R.	0.707	0.01	0.008	0.049	0.226	70.7-1-0.8-4.9-22.6
727	QUEM2	[QUEM2-001]	43	51.3628	-72.7588	Cheno R.	0.681	0.011	0.01	0.046	0.252	68.1-1.1-1-4.6-25.2
728	WISR1	[WISR1-001]	50	43.397	-89.6521	Parfrey's Glen Creek	0.954	0.011	0.014	0.011	0.01	95.4-1.1-1.4-1.1-1
729	WISR2	[WISR2-001]	49	43.4897	-90.3664	Melancthon Creek	0.676	0.028	0.051	0.037	0.208	67.6-2.8-5.1-3.7-20.8
730	WISR3	[WISR3-001]	50	43.2845	-90.3306	Ash Creek	0.91	0.016	0.012	0.03	0.032	91-1.6-1.2-3-3.2
731	MACS1	[MACS1-001]	81	41.594	-70.5066	Quashnet R., Cape Cod	0.977	0.004	0.005	0.005	0.008	97.7-0.4-0.5-0.5-0.8
732	MACS2	[MACS2-001]	49	41.5842	-70.5022	Red Brook, Cape Cod	0.978	0.006	0.004	0.004	0.008	97.8-0.6-0.4-0.4-0.8
733	MACS3	[MACS3-001]	28	41.6337	-70.4518	Santuit R., Cape Cod	0.934	0.011	0.035	0.009	0.012	93.4-1.1-3.5-0.9-1.2
734	MACS4	[MACS4-001]	43	41.6245	-70.481	Mashpee R., Cape Cod	0.961	0.009	0.013	0.009	0.008	96.1-0.9-1.3-0.9-0.8
735	NYLC1	[DS02-001]	30	44.288799	-73.52619	Spruce Mill Brook	0.974	0.004	0.005	0.008	0.009	97.4-0.4-0.5-0.8-0.9
736	NYLC2	[DS01-001]	32	44.298636	-73.742629	Styles Brook	0.867	0.006	0.009	0.008	0.11	86.7-0.6-0.9-0.8-11
737	VTLC1	[VTLC1-01]	50	44.1647	-72.8934	Slide Brook	0.965	0.013	0.006	0.007	0.01	96.5-1.3-0.6-0.7-1
738	VTLC2	[VTLC2-01]	50	43.8135	-72.9649	Kettle Brook	0.947	0.02	0.008	0.011	0.013	94.7-2-0.8-1.1-1.3
739	VTLM	[VTLM-01]	50	44.7845	-71.995	Bald Mountain Brook	0.934	0.009	0.028	0.01	0.019	93.4-0.9-2.8-1-1.9
740	NYCS1	[NYCS1-001]	40	40.762	-73.1492	Connetquot R.	0.98	0.004	0.003	0.004	0.009	98-0.4-0.3-0.4-0.9
741	NYCS2	[NY18-061]	30	40.771759	-73.156219	Connetquot R.	0.951	0.006	0.009	0.007	0.027	95.1-0.6-0.9-0.7-2.7
742	NYSS1	[NY18-031]	30	40.772389	-72.993351	Swan River	0.928	0.006	0.01	0.006	0.05	92.8-0.6-1-0.6-5
747	HUDR2	[HUDR2-01]	23	41.2902	-73.9943	Timp Brook	0.832	0.01	0.081	0.004	0.072	83.2-1-8.1-0.4-7.2
749	PASR1	[PASR1-01]	31	41.1571	-74.1386	Torne Brook	0.573	0.005	0.007	0.021	0.395	57.3-0.5-0.7-2.1-39.5
764	ACAD1	[ACAD1-001]	56	44.2869	-68.3478	Marshall Brook	0.981	0.005	0.004	0.004	0.006	98.1-0.5-0.4-0.4-0.6
765	ACAD2	[ACAD2-001]	55	44.2691	-68.3514	Lurvey Brook	0.951	0.016	0.007	0.009	0.016	95.1-1.6-0.7-0.9-1.6
766	ACAD3	[ACAD3-001]	55	44.314	-68.2246	Hunters Brook	0.98	0.005	0.004	0.005	0.006	98-0.5-0.4-0.5-0.6
767	ACAD4	[ACAD4-001]	55	44.3099	-68.2445	Stanley Brook	0.982	0.005	0.004	0.004	0.005	98.2-0.5-0.4-0.4-0.5
768	ACAD5	[ACAD5-001]	50	44.3177	-68.2557	Jordan Stream	0.978	0.005	0.004	0.003	0.009	97.8-0.5-0.4-0.3-0.9
769	ACAD6	[ACAD6-001]	41	44.3164	-68.2874	Hadlock Brook	0.975	0.004	0.003	0.005	0.012	97.5-0.4-0.3-0.5-1.2
770	CONR4	[CONR4-01]	50	42.8204	-72.969	Lamb Brook	0.956	0.016	0.009	0.009	0.01	95.6-1.6-0.9-0.9-1
771	CONR5	[CONR5-001]	37	42.7453	-72.3089	Brickyard Brook	0.937	0.008	0.005	0.005	0.044	93.7-0.8-0.5-0.5-4.4
773	CONR7	[CONR7-001]	50	42.639722	-72.988889	Manning Brook	0.964	0.01	0.005	0.01	0.011	96.4-1-0.5-1-1.1
774	NYHL	[NYHL-01]	31	43.6004	-74.8187	Horn Lake	0.197	0.179	0.018	0.011	0.595	19.7-17.9-1.8-1.1-59.5
775	NYLT	[NYLT-01]	42	44.0377	-74.6115	Little Tupper Lake	0.889	0.006	0.006	0.01	0.088	88.9-0.6-0.6-1-8.8
776	NYWP	[NYWP-01]	56	44.331	-74.6272	Windfall Pond	0.807	0.008	0.039	0.009	0.137	80.7-0.8-3.9-0.9-13.7
777	KENR1	[KENR1-01]	33	45.3877	-69.963	Cold Stream	0.972	0.003	0.015	0.003	0.007	97.2-0.3-1.5-0.3-0.7
779	KENR3	[KENR3-001]	41	44.9152	-71.0926	Dead Diamond River	0.955	0.008	0.005	0.006	0.026	95.5-0.8-0.5-0.6-2.6
780	KENR4	[KENR4-001]	27	44.9697	-71.1533	Little Diamond River	0.96	0.006	0.006	0.007	0.021	96-0.6-0.6-0.7-2.1
783	KENR7	[KENR7-01]	33	44.6721	-70.3593	Alder Brook	0.961	0.006	0.014	0.004	0.015	96.1-0.6-1.4-0.4-1.5
784	PENR1	[PENR1-01]	30	45.1431	-68.2845	Lord Brook	0.982	0.005	0.003	0.003	0.006	98.2-0.5-0.3-0.3-0.6
785	PENR2	[PENR2-01]	59	44.8541	-68.8232	Kenduskeag Stream	0.98	0.005	0.004	0.004	0.007	98-0.5-0.4-0.4-0.7
786	STGE1	[STGE1-01]	30	44.4392	-69.2209	Thompson Brook	0.967	0.005	0.005	0.004	0.02	96.7-0.5-0.5-0.4-2
788	MERR3	[MERR3-001]	20	42.7217	-71.5525	Flints Brook	0.964	0.013	0.007	0.005	0.012	96.4-1.3-0.7-0.5-1.2
789	MERR4	[MERR4-001]	20	42.7978	-71.5511	Witches Brook	0.956	0.014	0.012	0.01	0.008	95.6-1.4-1.2-1-0.8
790	MERR5	[MERR5-001]	20	42.8114	-71.9175	Meadow Brook	0.976	0.007	0.004	0.004	0.009	97.6-0.7-0.4-0.4-0.9
791	MERR6	[MERR6-001]	19	43.1464	-71.8806	Sand Brook	0.97	0.008	0.005	0.004	0.014	97-0.8-0.5-0.4-1.4
792	PISR1	[PISR1-001]	30	43.1339	-70.9697	Chelsey Brook	0.975	0.007	0.007	0.005	0.006	97.5-0.7-0.7-0.5-0.6
793	SACR1	[SACR1-001]	30	43.77	-71.2511	White Brook	0.968	0.005	0.005	0.006	0.016	96.8-0.5-0.5-0.6-1.6
794	CRLE1	[CRLE1-01]	26	41.5	-81.2804	Leech Stream	0.387	0.321	0.148	0.01	0.134	38.7-32.1-14.8-1-13.4
795	CRLE2	[CRLE2-01]	50	41.563	-81.2187	Woodie Brook	0.358	0.118	0.349	0.017	0.158	35.8-11.8-34.9-1.7-15.8
796	CRLE3	[CRLE3-01]	59	41.5526	-81.234	Spring Brook	0.407	0.135	0.272	0.035	0.152	40.7-13.5-27.2-3.5-15.2
797	OHAR1	[OHAR1-01]	50	42.0363	-78.4609	Two Mile Creek	0.138	0.779	0.012	0.006	0.065	13.8-77.9-1.2-0.6-6.5
798	OHAR2	[OHAR2-102]	47	41.7532	-78.0554	Allegheny R.	0.341	0.465	0.024	0.016	0.154	34.1-46.5-2.4-1.6-15.4
799	OHAR3	[OHAR3-101]	62	41.2378	-79.3223	Clarion R.	0.404	0.32	0.099	0.025	0.152	40.4-32-9.9-2.5-15.2
800	PA42_Lower	[PA42-048]	43	41.576103	-77.016626	Salt Spring Run (lower)	0.154	0.02	0.039	0.064	0.722	15.4-2-3.9-6.4-72.2
801	PA42_Upper	[PA42-091]	33	41.578088	-77.017383	Salt Spring Run (upper)	0.077	0.039	0.009	0.023	0.852	7.7-3.9-0.9-2.3-85.2
802	Ramsey	[UOG-001]	50	41.28714	-77.32458	Ramsey Run	0.134	0.079	0.039	0.015	0.733	13.4-7.9-3.9-1.5-73.3
803	Boone	[UOG-051]	50	41.35392	-77.36207	Boone Run	0.155	0.019	0.027	0.021	0.778	15.5-1.9-2.7-2.1-77.8
804	Dam	[UOG-251]	50	41.32943	-77.34448	Dam Run	0.095	0.027	0.007	0.013	0.857	9.5-2.7-0.7-1.3-85.7
805	Cedar	[UOG-101]	50	41.61398	-77.50751	Cedar Run	0.067	0.031	0.017	0.015	0.87	6.7-3.1-1.7-1.5-87
806	Sebring	[UOG-151]	29	41.44963	-77.42755	Sebring Branch Mill Run	0.018	0.031	0.009	0.086	0.856	1.8-3.1-0.9-8.6-85.6
807	Francis	[UOG-201]	50	41.5527	-77.61581	Francis Branch Slate Run	0.066	0.031	0.025	0.024	0.855	6.6-3.1-2.5-2.4-85.5
808	CONR1	[CONR1-01]	36	44.4434	-71.3048	Unnamed	0.948	0.013	0.014	0.007	0.018	94.8-1.3-1.4-0.7-1.8
809	CONR2	[CONR2-01]	40	44.4743	-71.3453	Brandy Brook	0.898	0.025	0.018	0.025	0.034	89.8-2.5-1.8-2.5-3.4
813	HUDR1	[HUDR1-01]	50	42.7814	-73.1452	Broad Brook	0.962	0.013	0.005	0.009	0.011	96.2-1.3-0.5-0.9-1.1
814	MD31	[MD31-001]	50	39.6886	-76.7787	Silver Run	0.762	0.041	0.037	0.011	0.15	76.2-4.1-3.7-1.1-15
815	MD32	[MD32-001]	50	39.8248	-76.778	Walker Run	0.784	0.027	0.019	0.019	0.151	78.4-2.7-1.9-1.9-15.1
817	SUSR1	[SUSR1-01]	50	40.8982	-78.0105	Smays Run	0.289	0.014	0.033	0.034	0.63	28.9-1.4-3.3-3.4-63
818	SUSR2	[SUSR2-01]	50	40.9334	-78.0128	Benner Run	0.318	0.044	0.056	0.033	0.548	31.8-4.4-5.6-3.3-54.8
