ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	k1	k2	k3	k4	k5	k6	k7	k8	k9	k10	k11	k12	k13	k14	k15	k16	k17	k18	k19	k20	k0	Data
393	PFBNC25	[WRC372-001]	20	35.089306	-82.741648	Jane Cantrell Creek	0	0	0	0	0.899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101	0-0-0-0-89.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-10.1
394	PFBNC26	[WRC373-001]	20	35.108285	-82.701368	Hickory Flat Creek	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.2
396	PFBNC28	[WRC382-001]	20	35.120125	-82.75003	Laurel Branch (Murr Creek) Above Falls	0	0	0	0	0.605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.395	0-0-0-0-60.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-39.5
398	PFBNC3	[WRC064-001]	20	35.3536568	-82.7777478	Pigeon Branch	0.417	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.283	41.7-0-0-0-0-30-0-0-0-0-0-0-0-0-0-0-0-0-0-0-28.3
400	PFBNC31	[WRC042-001]	20	35.462239	-82.689914	Beaverdam Creek	0	0	0	0.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.078	0-0-0-92.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.8
401	PFBNC32	[WRC051-001]	20	35.1232614	-82.7047303	East Fork French Broad River	0	0	0	0.908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0-0-0-90.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-9.2
403	PFBNC34	[WRC057-001]	19	35.361242	-82.683317	Laurel Creek	0	0	0	0.753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.247	0-0-0-75.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24.7
404	PFBNC35	[WRC060-001]	20	35.756372	-82.946969	Maple Springs Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.919	0	0	0	0	0.081	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.9-0-0-0-0-8.1
405	PFBNC36	[WRC062-001]	20	35.798753	-82.368792	North Fork Ivy Creek	0	0	0	0	0.833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0-0-0-0-83.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.7
407	PFBNC38	[WRC065-001]	20	35.6694559	-82.3930353	Right Fork Beetree Creek	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0-0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.8
408	PFBNC39	[WRC066-001]	20	35.815297	-82.938686	Roaring Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0	0	0	0.12	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88-0-0-0-0-12
409	PFBNC4	[WRC090-001]	20	35.33193	-82.65082	Woody Branch	0	0	0	0	0.954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.046	0-0-0-0-95.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.6
412	PFBNC42	[WRC082-001]	20	35.3314292	-82.6493749	Woody Branch	0	0	0	0	0.952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.048	0-0-0-0-95.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.8
413	PFBNC43	[WRC085-001]	20	35.2584604	-82.7535622	Mine Branch	0	0	0	0	0.933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.067	0-0-0-0-93.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-6.7
414	PFBNC44	[WRC189-001]	20	35.87624	-82.234827	Ayles Creek	0	0	0	0	0	0	0	0	0	0.855	0	0	0	0	0	0	0	0	0	0	0.145	0-0-0-0-0-0-0-0-0-85.5-0-0-0-0-0-0-0-0-0-0-14.5
415	PFBNC45	[WRC190-001]	20	35.9652732	-82.4749537	Bald Mountain Creek	0	0	0	0	0	0	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0.25	0-0-0-0-0-0-0-0-0-75-0-0-0-0-0-0-0-0-0-0-25
416	PFBNC46	[WRC196-001]	20	36.0968006	-82.1012793	Carvers Gap Creek	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0.1	0-0-0-0-0-0-0-0-0-90-0-0-0-0-0-0-0-0-0-0-10
418	PFBNC48	[WRC198-001]	20	35.9602071	-82.0517815	Gouges Creek	0	0	0	0	0	0	0	0	0	0.847	0	0	0	0	0	0	0	0	0	0	0.153	0-0-0-0-0-0-0-0-0-84.7-0-0-0-0-0-0-0-0-0-0-15.3
419	PFBNC49	[WRC200-001]	20	36.083408	-82.115417	Holder Creek	0	0	0	0	0	0	0	0.164	0	0.711	0	0	0	0	0	0	0	0	0	0	0.125	0-0-0-0-0-0-0-16.4-0-71.1-0-0-0-0-0-0-0-0-0-0-12.5
420	PFBNC5	[WRC230-001]	20	35.4080126	-83.0011615	Cherry Cove Creek	0	0	0.877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123	0-0-87.7-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-12.3
421	PFBNC50	[WRC201-001]	20	36.082267	-82.063001	Jerry Creek	0	0	0	0	0	0	0	0	0	0.934	0	0	0	0	0	0	0	0	0	0	0.066	0-0-0-0-0-0-0-0-0-93.4-0-0-0-0-0-0-0-0-0-0-6.6
422	PFBNC51	[WRC203-001]	20	36.0956264	-82.0985289	Johns Camp Branch	0	0	0	0	0	0	0	0	0	0.846	0	0	0	0	0	0	0	0	0	0	0.154	0-0-0-0-0-0-0-0-0-84.6-0-0-0-0-0-0-0-0-0-0-15.4
423	PFBNC52	[WRC204-001]	20	35.9845092	-82.044634	Jones Creek	0	0	0	0	0	0	0	0	0	0.886	0	0	0	0	0	0	0	0	0	0	0.114	0-0-0-0-0-0-0-0-0-88.6-0-0-0-0-0-0-0-0-0-0-11.4
424	PFBNC53	[WRC209-001]	20	36.121701	-82.160219	Lyddies Creek	0	0	0	0	0	0	0	0	0	0.917	0	0	0	0	0	0	0	0	0	0	0.083	0-0-0-0-0-0-0-0-0-91.7-0-0-0-0-0-0-0-0-0-0-8.3
426	PFBNC55	[WRC212-001]	20	35.7970579	-82.2825554	Ogle Creek	0	0	0	0	0	0	0	0	0	0.849	0	0	0	0	0	0	0	0	0	0	0.151	0-0-0-0-0-0-0-0-0-84.9-0-0-0-0-0-0-0-0-0-0-15.1
427	PFBNC56	[WRC214-001]	20	35.7731193	-82.3226384	Raven Fork	0	0	0	0	0	0	0	0	0	0.932	0	0	0	0	0	0	0	0	0	0	0.068	0-0-0-0-0-0-0-0-0-93.2-0-0-0-0-0-0-0-0-0-0-6.8
428	PFBNC57	[WRC218-001]	20	36.116242	-82.050094	Roaring Creek	0	0	0	0	0	0	0	0	0	0.792	0	0	0	0	0	0	0	0	0	0	0.208	0-0-0-0-0-0-0-0-0-79.2-0-0-0-0-0-0-0-0-0-0-20.8
429	PFBNC58	[WRC220-001]	20	35.8482545	-82.2108422	Roaring Spout Branch (Above Falls)	0	0	0	0	0	0	0	0	0	0.919	0	0	0	0	0	0	0	0	0	0	0.081	0-0-0-0-0-0-0-0-0-91.9-0-0-0-0-0-0-0-0-0-0-8.1
431	PFBNC6	[WRC231-001]	20	35.4144916	-83.9934787	Deep Gap Creek	0	0	0.814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.186	0-0-81.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.6
433	PFBNC61	[WRC228-001]	20	35.382768	-82.8093472	Bee Branch	0	0	0.928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0-0-92.8-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.2
435	PFBNC63	[WRC232-001]	19	35.4134934	-82.9919913	Deep Gap Creek	0	0	0.786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214	0-0-78.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-21.4
436	PFBNC64	[WRC233-001]	20	35.5284956	-83.1522215	Deep Gap Creek	0	0	0.853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147	0-0-85.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-14.7
437	PFBNC65	[WRC234-001]	20	35.54362	-83.1043	Fie Creek	0	0	0.699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301	0-0-69.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-30.1
438	PFBNC66	[WRC239-001]	20	35.5044723	-83.0939977	Johnson Branch	0	0	0.759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.241	0-0-75.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-24.1
439	PFBNC67	[WRC240-001]	20	35.5194154	-83.158788	Long Branch	0	0	0.843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157	0-0-84.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-15.7
440	PFBNC68	[WRC241-001]	20	35.5350548	-83.1629576	Mashie Stomp Creek	0	0	0.835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165	0-0-83.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.5
441	PFBNC69	[WRC244-001]	20	35.435672	-82.934283	Nix Creek	0	0	0.924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.076	0-0-92.4-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-7.6
442	PFBNC7	[WRC237-001]	20	35.400362	-82.7949057	Hungry Creek	0	0	0.831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169	0-0-83.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-16.9
443	PFBNC70	[WRC247-001]	20	35.4815135	-83.0456402	Plott Creek	0	0	0.709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291	0-0-70.9-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-29.1
444	PFBNC71	[WRC248-001]	20	35.4263574	-83.0215477	Rocky Branch	0	0	0.663	0	0	0	0	0	0	0	0	0	0	0.103	0	0	0	0	0	0	0.234	0-0-66.3-0-0-0-0-0-0-0-0-0-0-10.3-0-0-0-0-0-0-23.4
445	PFBNC72	[WRC251-001]	20	35.4159817	-83.0244455	Steestachee Creek	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0-0-80-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20
446	PFBNC73	[WRC255-001]	20	35.5108696	-83.1468679	Wolf Laurel Branch	0	0	0.816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.184	0-0-81.6-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-18.4
447	PFBNC74	[WRC325-001]	20	36.3214084	-81.7397625	Ellison Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838	0	0	0	0	0	0	0.162	0-0-0-0-0-0-0-0-0-0-0-0-0-83.8-0-0-0-0-0-0-16.2
448	PFBNC75	[WRC328-001]	20	36.1862318	-81.7095216	Harrison Branch	0	0	0	0	0	0	0	0	0	0	0	0	0.115	0.658	0	0	0	0	0	0	0.227	0-0-0-0-0-0-0-0-0-0-0-0-11.5-65.8-0-0-0-0-0-0-22.7
449	PFBNC77	[WRC333-001]	20	36.3274908	-81.7776488	North Fork Cove Creek	0	0	0	0	0	0	0	0	0	0	0.169	0	0	0.614	0	0	0	0	0	0	0.217	0-0-0-0-0-0-0-0-0-0-16.9-0-0-61.4-0-0-0-0-0-0-21.7
450	PFBNC78	[WRC334-001]	20	36.1556859	-81.8987786	Ramp Branch	0	0	0	0	0	0	0	0	0	0.839	0	0	0		0	0	0	0	0	0	0.161	0-0-0-0-0-0-0-0-0-83.9-0-0-0-0-0-0-0-0-0-0-16.1
451	PFBNC79	[WRC335-001]	20	36.1253758	-81.8201683	Shanty Spring Branch	0	0	0	0	0	0	0	0.329	0	0.255	0	0	0	0.134	0	0	0	0	0	0	0.282	0-0-0-0-0-0-0-32.9-0-25.5-0-0-0-13.4-0-0-0-0-0-0-28.2
452	PFBNC80	[WRC337-001]	20	36.1505828	-81.9007725	UT to Elk River (upstream of Ramp Branch)	0	0	0	0	0	0	0	0	0	0.829	0	0	0	0	0	0	0	0	0	0	0.171	0-0-0-0-0-0-0-0-0-82.9-0-0-0-0-0-0-0-0-0-0-17.1
453	PFBNC81	[WRC365-001]	20	35.4886448	-83.1133433	East Fork Campbell Creek	0	0	0.795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.205	0-0-79.5-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-20.5
454	PFBNC82	[WRC367-001]	20	35.449162	-82.7433732	Stony Fork	0	0	0	0	0.941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0-0-0-0-94.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-5.9
455	PFBNC83	[WRC368-001]	20	35.3007729	-82.8198306	UT Cove Creek	0	0	0	0	0.953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047	0-0-0-0-95.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-4.7
457	PFBNC86	[WRC192-001]	20	35.740517	-82.21605	Big Lost Cove Creek	0	0	0	0	0	0	0	0	0	0.856	0	0	0	0	0	0	0	0	0	0	0.144	0-0-0-0-0-0-0-0-0-85.6-0-0-0-0-0-0-0-0-0-0-14.4
458	PFBNC87	[WRC193-001]	20	35.7732736	-82.2913318	Big Poplar Creek	0	0.113	0	0	0	0	0	0	0	0.341	0	0	0	0	0	0	0	0	0	0	0.546	0-11.3-0-0-0-0-0-0-0-34.1-0-0-0-0-0-0-0-0-0-0-54.6
460	PFBNC89	[WRC195-001]	20	36.095653	-82.187814	Broad Branch	0	0	0	0.182	0	0	0	0	0	0.359	0	0	0	0	0	0	0	0	0	0	0.459	0-0-0-18.2-0-0-0-0-0-35.9-0-0-0-0-0-0-0-0-0-0-45.9
462	PFBNC90	[WRC199-001]	20	35.710219	-82.251292	Hemphill Creek	0	0	0		0	0.221	0	0	0	0.133	0	0	0	0	0	0	0	0	0	0	0.646	0-0-0-0-0-22.1-0-0-0-13.3-0-0-0-0-0-0-0-0-0-0-64.6
464	PFBNC92	[WRC205-001]	20	36.073842	-82.096161	Little Rock Creek	0	0	0		0		0	0	0	0.437	0	0	0	0	0	0	0	0	0	0	0.563	0-0-0-0-0-0-0-0-0-43.7-0-0-0-0-0-0-0-0-0-0-56.3
465	PFBNC93	[WRC206-001]	20	35.8202383	-82.1830178	Little Whiteoak Creek	0	0	0		0	0.264	0	0	0	0.416	0	0	0	0	0	0	0	0	0	0	0.32	0-0-0-0-0-26.4-0-0-0-41.6-0-0-0-0-0-0-0-0-0-0-32
466	PFBNC94	[WRC207-001]	20	35.8209539	-82.183294	Little Whiteoak Creek	0	0	0		0	0.282	0	0	0	0.419	0	0	0	0	0	0	0	0	0	0	0.299	0-0-0-0-0-28.2-0-0-0-41.9-0-0-0-0-0-0-0-0-0-0-29.9
467	PFBNC95	[WRC208-001]	20	35.734181	-82.237019	Lower Creek	0	0	0	0.119	0	0.251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63	0-0-0-11.9-0-25.1-0-0-0-0-0-0-0-0-0-0-0-0-0-0-63
468	PFBNC96	[WRC210-001]	20	35.7431237	-82.2121026	Neals Creek	0	0	0	0	0	0.315	0	0	0	0	0	0	0	0	0	0	0.237	0	0	0	0.448	0-0-0-0-0-31.5-0-0-0-0-0-0-0-0-0-0-23.7-0-0-0-44.8
469	PFBNC97	[WRC213-001]	19	35.9954945	-82.0266517	Pyatt Creek	0	0	0	0	0	0.179	0	0	0	0.364	0	0	0	0	0	0	0	0	0	0	0.457	0-0-0-0-0-17.9-0-0-0-36.4-0-0-0-0-0-0-0-0-0-0-45.7
470	PFBNC98	[WRC215-001]	20	36.077086	-82.087278	Reuban Creek	0	0	0	0	0	0	0	0	0	0.707	0	0	0	0	0	0	0	0	0	0	0.293	0-0-0-0-0-0-0-0-0-70.7-0-0-0-0-0-0-0-0-0-0-29.3
471	PFBNC99	[WRC216-001]	20	36.0899691	-82.2272378	Right Fork Beans Creek	0	0	0	0.127	0	0	0	0	0	0.551	0	0	0	0	0	0	0	0	0	0	0.322	0-0-0-12.7-0-0-0-0-0-55.1-0-0-0-0-0-0-0-0-0-0-32.2
472	SCS1	[LR_2013_331]	30	35.599257	-83.49679	Sweet Creek Site 1	0	0	0	0	0	0	0	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0.052	0-0-0-0-0-0-0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-5.2
473	SiCS2	[FC_2014_188]	50	35.580724	-83.567498	Silers Creek Site 2	0	0	0	0	0	0	0	0	0	0	0	0	0.962	0	0	0	0	0	0	0	0.038	0-0-0-0-0-0-0-0-0-0-0-0-96.2-0-0-0-0-0-0-0-3.8
474	STB	[LR_2013_361]	30	35.589128	-83.514027	Spud Town Branch	0	0	0	0	0	0	0	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0.042	0-0-0-0-0-0-0-0-0-0-0-0-95.8-0-0-0-0-0-0-0-4.2
475	TN01	[TN01-001]	34	36.19179	-82.10446	George Creek	0	0	0	0	0	0	0	0.957	0	0	0	0	0	0	0	0	0	0	0	0	0.043	0-0-0-0-0-0-0-95.7-0-0-0-0-0-0-0-0-0-0-0-0-4.3
476	TN02	[TN02-001]	34	36.17373	-82.21049	Clarke Creek	0	0	0	0	0	0	0	0.927	0	0	0	0	0	0	0	0	0	0	0	0	0.073	0-0-0-0-0-0-0-92.7-0-0-0-0-0-0-0-0-0-0-0-0-7.3
477	TN03	[TN03-001]	32	36.12929	-82.09356	Toms Creek	0	0	0	0	0	0	0	0.958	0	0	0	0	0	0	0	0	0	0	0	0	0.042	0-0-0-0-0-0-0-95.8-0-0-0-0-0-0-0-0-0-0-0-0-4.2
478	TN04	[TN04-001]	50	36.1452	-82.04849	Left Prong Hampton Creek (lower)	0	0	0	0	0	0	0	0.947	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0-0-0-0-0-0-0-94.7-0-0-0-0-0-0-0-0-0-0-0-0-5.3
479	TN05	[TN05-001]	50	36.13995	-82.04641	Left Prong Hampton Creek (upper)	0	0	0	0	0	0	0	0.942	0	0	0	0	0	0	0	0	0	0	0	0	0.058	0-0-0-0-0-0-0-94.2-0-0-0-0-0-0-0-0-0-0-0-0-5.8
480	TN09	[TN09-001]	15	35.80358	-83.02765	Deep Gap Creek	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0.885	0	0	0	0	0.115	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-88.5-0-0-0-0-11.5
481	TN10	[TN10-001]	30	36.1481741	-82.1020676	Five Poplar Branch	0	0	0	0	0	0	0	0.948	0	0	0	0	0	0	0	0	0	0	0	0	0.052	0-0-0-0-0-0-0-94.8-0-0-0-0-0-0-0-0-0-0-0-0-5.2
482	TN11	[TN11-001]	36	35.27136	-84.13839	Bald River	0	0	0	0	0	0	0		0	0.87	0	0	0	0	0	0	0	0	0	0	0.13	0-0-0-0-0-0-0-0-0-87-0-0-0-0-0-0-0-0-0-0-13
483	TN12	[TN12-001]	36	35.27077	-84.13883	Brookshire Creek	0	0	0	0	0	0	0	0.215	0	0.142	0	0	0	0.299	0	0	0	0	0	0	0.344	0-0-0-0-0-0-0-21.5-0-14.2-0-0-0-29.9-0-0-0-0-0-0-34.4
489	TN07	[TN07-001]	21	36.4715	-81.97623	Lindy Camp Branch	0	0	0	0	0	0	0	0.935	0	0	0	0	0	0	0	0	0	0	0	0	0.065	0-0-0-0-0-0-0-93.5-0-0-0-0-0-0-0-0-0-0-0-0-6.5
491	TN16	[TN16-001]	22	36.46861	-81.97776	Big Spur Branch	0	0	0	0	0	0	0	0.96	0	0	0	0	0	0	0	0	0	0	0	0	0.04	0-0-0-0-0-0-0-96-0-0-0-0-0-0-0-0-0-0-0-0-4
492	TN17	[TN17-001]	22	36.48027	-81.97548	Bakers Ridge Creek	0	0	0	0	0	0	0	0.944	0	0	0	0	0	0	0	0	0	0	0	0	0.056	0-0-0-0-0-0-0-94.4-0-0-0-0-0-0-0-0-0-0-0-0-5.6
493	TN20	[TN20-001]	20	36.60794	-81.6842	Whetstone Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94	0	0	0	0	0	0	0.06	0-0-0-0-0-0-0-0-0-0-0-0-0-94-0-0-0-0-0-0-6
494	TN08	[TN08-001]	21	36.61068	-81.65772	Bearpen Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.855	0	0	0	0	0	0	0.145	0-0-0-0-0-0-0-0-0-0-0-0-0-85.5-0-0-0-0-0-0-14.5
495	TN108	[TN108-001]	30	35.798245	-82.998145	Middle Prong Gulf Ck.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.901	0	0	0	0	0.099	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-90.1-0-0-0-0-9.9
496	TN109	[TN109-001]	30	35.790545	-83.00505	Brown Gap Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.955	0	0	0	0	0.045	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-95.5-0-0-0-0-4.5
497	TN110	[TN110-001]	30	35.87983	-82.95747	Dry Fork	0	0	0	0	0	0	0	0.863	0	0	0	0	0	0	0	0	0	0	0	0	0.137	0-0-0-0-0-0-0-86.3-0-0-0-0-0-0-0-0-0-0-0-0-13.7
498	TN111	[TN111-001]	30	35.2665208	-82.9695989	Wolf Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.913	0	0	0	0	0.087	0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-91.3-0-0-0-0-8.7
499	TN112	[TN112-001]	30	35.95184	-82.827325	Sawmill Branch	0	0	0	0	0	0	0	0.961	0	0	0	0	0	0	0	0	0	0	0	0	0.039	0-0-0-0-0-0-0-96.1-0-0-0-0-0-0-0-0-0-0-0-0-3.9
500	TN122	[TN122-001]	30	36.560025	-81.709925	Gentry Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.774	0	0	0	0	0	0	0.226	0-0-0-0-0-0-0-0-0-0-0-0-0-77.4-0-0-0-0-0-0-22.6
501	TN021	[TN021-001]	30	35.356325	-84.06547	Falls Branch	0.497	0	0	0.122	0	0.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.119	49.7-0-0-12.2-0-26.2-0-0-0-0-0-0-0-0-0-0-0-0-0-0-11.9
502	TN025	[TN025-001]	20	35.33309	-84.05855	Sugar Cove Branch		0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297	0-0-0-70.3-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-0-29.7
503	TN065	[TN065-001]	30	36.069215	-82.596455	Ft. Davie Creek	0.256	0	0	0.185	0	0	0	0	0	0.121	0	0	0	0	0	0	0.125	0	0	0	0.313	25.6-0-0-18.5-0-0-0-0-0-12.1-0-0-0-0-0-0-12.5-0-0-0-31.3
504	TN084	[TN084-001]	30	36.063575	-82.59212	Rocky Fork	0.143	0	0	0.158	0	0	0	0	0	0.266	0	0	0	0	0	0	0	0	0	0	0.433	14.3-0-0-15.8-0-0-0-0-0-26.6-0-0-0-0-0-0-0-0-0-0-43.3
505	BarboursCreek	[VA02-001]	20	37.595815	-80.087905	Barbours Creek	0	0	0	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0.162	0	0.318	0-0-0-0-0-0-0-0-0-0-0-52-0-0-0-0-0-0-16.2-0-31.8
506	EwinsRun	[VA03-001]	20	37.539766	-80.293413	Ewins Run	0	0	0	0	0	0	0	0	0	0	0	0.629	0	0	0	0	0	0	0	0	0.371	0-0-0-0-0-0-0-0-0-0-0-62.9-0-0-0-0-0-0-0-0-37.1
507	PicklesBranch	[VA04-001]	20	37.381798	-80.191154	Pickles Branch	0	0	0	0	0	0	0	0	0.162	0	0	0.499	0	0	0	0	0	0	0	0	0.339	0-0-0-0-0-0-0-0-16.2-0-0-49.9-0-0-0-0-0-0-0-0-33.9
508	PaulsCreek	[VA15-001]	19	36.644512	-80.695658	Pauls Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869	0	0	0	0	0	0	0.131	0-0-0-0-0-0-0-0-0-0-0-0-0-86.9-0-0-0-0-0-0-13.1
509	PDER1	[WRC344-001]	20	36.1995485	-81.5754174	Elk Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68	0	0	0	0	0	0	0.32	0-0-0-0-0-0-0-0-0-0-0-0-0-68-0-0-0-0-0-0-32
510	PDER10	[WRC346-001]	18	36.436478	-81.074403	Horse Cove Branch	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899	0	0	0	0	0	0	0.101	0-0-0-0-0-0-0-0-0-0-0-0-0-89.9-0-0-0-0-0-0-10.1
511	PDER11	[WRC347-001]	20	36.1049213	-81.542613	Joes Fork	0	0	0	0	0	0	0	0	0	0	0	0	0	0.854	0	0	0	0	0	0	0.146	0-0-0-0-0-0-0-0-0-0-0-0-0-85.4-0-0-0-0-0-0-14.6
512	PDER12	[WRC348-001]	20	36.1775762	-81.5366649	Laurel Creek	0	0	0.146	0	0	0	0	0	0	0	0	0	0	0.595	0	0	0	0	0	0	0.259	0-0-14.6-0-0-0-0-0-0-0-0-0-0-59.5-0-0-0-0-0-0-25.9
513	PDER13	[WRC349-001]	20	36.2654934	-81.4159139	Little Fork	0	0	0.132	0	0	0	0	0	0	0	0	0	0	0.298	0	0	0	0	0	0.295	0.275	0-0-13.2-0-0-0-0-0-0-0-0-0-0-29.8-0-0-0-0-0-29.5-27.5
514	PDER14	[WRC350-001]	10	36.449842	-80.943961	Long Creek	0	0	0.159	0	0	0	0	0	0	0	0	0	0	0.407	0	0.197	0	0	0	0	0.237	0-0-15.9-0-0-0-0-0-0-0-0-0-0-40.7-0-19.7-0-0-0-0-23.7
515	PDER15	[WRC351-001]	19	36.264472	-81.398458	North Prong Lewis Fork	0	0	0.106	0	0	0	0	0	0	0	0	0	0	0.262	0	0	0	0	0	0.272	0.36	0-0-10.6-0-0-0-0-0-0-0-0-0-0-26.2-0-0-0-0-0-27.2-36
516	PDER16	[WRC352-001]	20	36.0942326	-81.6082065	Ooten Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.896	0	0	0	0	0	0	0.104	0-0-0-0-0-0-0-0-0-0-0-0-0-89.6-0-0-0-0-0-0-10.4
518	PDER18	[WRC354-001]	20	36.1298035	-81.5893463	Rockhouse Creek	0	0	0	0	0	0	0	0	0	0	0	0	0	0.719	0	0	0	0	0	0	0.281	0-0-0-0-0-0-0-0-0-0-0-0-0-71.9-0-0-0-0-0-0-28.1
519	PDER19	[WRC355-001]	20	36.1674302	-81.5537206	South Fork Laurel Creek	0	0	0.141	0	0	0	0	0	0	0	0	0	0	0.635	0	0	0	0	0	0	0.224	0-0-14.1-0-0-0-0-0-0-0-0-0-0-63.5-0-0-0-0-0-0-22.4
