ID	Population	Pop	Sample Size	Latitude	Longitude	General Location	K1	K2	K3	K4	K5	K6	Data
592	POSH24	[POSH24-001]	50	38.5456	-78.4286	Little Hawksbill Creek	0.029	0.012	0.063	0.831	0.048	0.017	2.9-1.2-6.3-83.1-4.8-1.7
593	POSH25	[POSH25-01]	50	38.5524	-78.4134	Big Fill Hollow	0.132	0.016	0.059	0.73	0.026	0.036	13.2-1.6-5.9-73-2.6-3.6
594	POSH26	[POSH26-001]	50	38.5621	-78.3903	East Hawksbill Creek	0.005	0.028	0.255	0.665	0.02	0.028	0.5-2.8-25.5-66.5-2-2.8
595	POSH27	[POSH27-01]	50	38.6057	-78.3806	S. Fork Dry Run	0.006	0.006	0.065	0.897	0.009	0.018	0.6-0.6-6.5-89.7-0.9-1.8
596	POSH28	[POSH28-001]	35	38.6519	-78.3551	Pass Run	0.057	0.012	0.013	0.904	0.007	0.007	5.7-1.2-1.3-90.4-0.7-0.7
598	POSH3	[POSH3-001]	50	38.1596	-78.7912	Meadow Run	0.006	0.006	0.019	0.96	0.004	0.005	0.6-0.6-1.9-96-0.4-0.5
599	POSH30	[POSH30-001]	50	38.7523	-78.3092	Jeremy's Run	0.007	0.007	0.012	0.959	0.005	0.009	0.7-0.7-1.2-95.9-0.5-0.9
600	POSH31	[POSH31-01]	50	38.7776	-78.3323	Heiskell Hollow	0.023	0.012	0.004	0.95	0.007	0.006	2.3-1.2-0.4-95-0.7-0.6
601	POSH32	[POSH32-01]	50	38.7838	-78.3014	Overall Run	0.006	0.006	0.029	0.946	0.007	0.005	0.6-0.6-2.9-94.6-0.7-0.5
604	POSH35	[POSH35-01]	41	38.7726	-78.2678	Greasy Run, site 2	0.213	0.011	0.01	0.755	0.004	0.006	21.3-1.1-1-75.5-0.4-0.6
605	POSH36	[POSH36-01]	50	38.7752	-78.2472	Gooney Run	0.051	0.009	0.007	0.911	0.005	0.016	5.1-0.9-0.7-91.1-0.5-1.6
607	POSH38	[POSH38-01]	40	38.8278	-78.1881	Lands Run	0.107	0.019	0.004	0.851	0.006	0.013	10.7-1.9-0.4-85.1-0.6-1.3
608	POSH39	[POSH39-001]	30	38.7985	-78.8679	Capon Run	0.087	0.004	0.01	0.884	0.005	0.011	8.7-0.4-1-88.4-0.5-1.1
609	POSH4	[POSH4-001]	49	38.2098	-78.7519	Paine Run	0.005	0.004	0.011	0.971	0.004	0.005	0.5-0.4-1.1-97.1-0.4-0.5
610	POSH40	[SH66-001]	25	38.13821	-78.80693	Big Mine Branch	0.009	0.005	0.021	0.922	0.006	0.038	0.9-0.5-2.1-92.2-0.6-3.8
611	POSH41	[SH70-001]	30	38.6279	-78.35774	Dry Run, N.F.	0.018	0.035	0.119	0.752	0.067	0.009	1.8-3.5-11.9-75.2-6.7-0.9
612	POSH42	[SH71-001]	30	38.56708	-78.39623	East Hawksbill Creek	0.004	0.028	0.555	0.394	0.008	0.01	0.4-2.8-55.5-39.4-0.8-1
613	POSH43	[SH77-001]	30	38.54181	-78.4257	Little Hawksbill Creek	0.007	0.03	0.022	0.899	0.019	0.023	0.7-3-2.2-89.9-1.9-2.3
614	POSH44	[SH87-001]	30	38.6129	-78.3781	S. Fork Dry Run	0.005	0.004	0.139	0.821	0.007	0.024	0.5-0.4-13.9-82.1-0.7-2.4
615	POSH45	[SH88-001]	25	38.36557	-78.57957	West Swift Run	0.004	0.004	0.011	0.974	0.004	0.003	0.4-0.4-1.1-97.4-0.4-0.3
616	POSH5	[POSH5-001]	25	38.2497	-78.7424	Madison Run	0.004	0.029	0.017	0.927	0.011	0.012	0.4-2.9-1.7-92.7-1.1-1.2
618	POSH8	[POSH8-001]	49	38.3144	-78.6732	Onemile Run	0.005	0.003	0.005	0.98	0.004	0.003	0.5-0.3-0.5-98-0.4-0.3
619	POSH9	[POSH9-001]	50	38.321	-78.6567	Twomile Run	0.005	0.004	0.008	0.976	0.004	0.003	0.5-0.4-0.8-97.6-0.4-0.3
620	JAMR1	[JAMR1-01]	50	38.2417	-78.6889	Doyle's R.	0.169	0.007	0.13	0.681	0.007	0.007	16.9-0.7-13-68.1-0.7-0.7
621	JAMR2	[JAMR2-001]	49	38.2069	-78.7266	N. Fork Moorman R.	0.442	0.005	0.011	0.529	0.006	0.007	44.2-0.5-1.1-52.9-0.6-0.7
622	JARR1	[JARR1-001]	25	38.3461	-78.5184	Swift Run	0.319	0.004	0.008	0.656	0.008	0.005	31.9-0.4-0.8-65.6-0.8-0.5
623	JARR2	[JARR2-01]	49	38.2794	-78.6402	Ivy Creek	0.042	0.006	0.047	0.873	0.013	0.019	4.2-0.6-4.7-87.3-1.3-1.9
624	JARR3	[SH75-001]	25	38.2788	-78.62369	Ivy Creek Tributary	0.009	0.007	0.01	0.963	0.004	0.006	0.9-0.7-1-96.3-0.4-0.6
625	RAPH1	[RAPH1-01]	50	38.7574	-78.2304	Waterfall Branch	0.156	0.005	0.007	0.822	0.004	0.007	15.6-0.5-0.7-82.2-0.4-0.7
626	RAPH10	[RAPH10-001]	50	38.602	-78.3429	Hughes R.	0.043	0.005	0.903	0.037	0.004	0.008	4.3-0.5-90.3-3.7-0.4-0.8
627	RAPH11	[RAPH11-051]	73	38.602	-78.3429	Hughes R.	0.035	0.005	0.928	0.02	0.004	0.008	3.5-0.5-92.8-2-0.4-0.8
628	RAPH12	[RAPH12-01]	23	38.5746	-78.3305	Brokenback Run	0.052	0.011	0.892	0.032	0.007	0.006	5.2-1.1-89.2-3.2-0.7-0.6
629	RAPH13	[RAPH13-01]	44	38.5373	-78.3052	Ragged Run	0.004	0.003	0.983	0.004	0.003	0.003	0.4-0.3-98.3-0.4-0.3-0.3
630	RAPH14	[SH73-001]	30	38.60539	-78.31641	Hannah Run	0.011	0.003	0.975	0.004	0.003	0.004	1.1-0.3-97.5-0.4-0.3-0.4
631	RAPH15	[SH74-001]	30	38.6039	-78.33224	Hughes Trib	0.004	0.003	0.984	0.004	0.003	0.003	0.4-0.3-98.4-0.4-0.3-0.3
632	RAPH16	[SH80-001]	30	38.6028	-78.34771	Nicholson Hollow	0.006	0.004	0.978	0.005	0.003	0.004	0.6-0.4-97.8-0.5-0.3-0.4
635	RAPH2	[RAPH2-01]	50	38.7478	-78.2628	Keyser Run	0.277	0.013	0.009	0.689	0.006	0.006	27.7-1.3-0.9-68.9-0.6-0.6
636	RAPH3	[RAPH3-01]	50	38.7132	-78.2785	Piney R.	0.017	0.041	0.01	0.912	0.011	0.008	1.7-4.1-1-91.2-1.1-0.8
637	RAPH4	[RAPH4-01]	49	38.7016	-78.2894	N. Fork Thornton	0.134	0.034	0.012	0.805	0.008	0.007	13.4-3.4-1.2-80.5-0.8-0.7
638	RAPH5	[RAPH5-51]	25	38.6597	-78.286	S. Fork Thornton	0.038	0.006	0.007	0.941	0.004	0.004	3.8-0.6-0.7-94.1-0.4-0.4
639	RAPH6	[RAPH6-001]	50	38.6352	-78.278	Hazel R.	0.641	0.005	0.122	0.221	0.005	0.006	64.1-0.5-12.2-22.1-0.5-0.6
640	RAPH7	[RAPH7-01]	25	38.6013	-78.285	Broad Hollow Run	0.57	0.003	0.058	0.349	0.013	0.007	57-0.3-5.8-34.9-1.3-0.7
641	RAPH8	[RAPH8-001]	40	38.6074	-78.3162	Hannah Run	0.007	0.003	0.978	0.005	0.003	0.004	0.7-0.3-97.8-0.5-0.3-0.4
642	RAPH9	[RAPH9-041]	25	38.6074	-78.3162	Hannah Run	0.018	0.006	0.96	0.008	0.004	0.004	1.8-0.6-96-0.8-0.4-0.4
643	RAPJ1	[RAPJ1-01]	50	38.8264	-78.1595	Indian Run	0.079	0.005	0.007	0.901	0.004	0.004	7.9-0.5-0.7-90.1-0.4-0.4
644	RAPJ2	[RAPJ2-001]	50	38.8066	-78.1555	Bolton Branch	0.009	0.008	0.005	0.961	0.005	0.012	0.9-0.8-0.5-96.1-0.5-1.2
645	RAPJ3	[RAPJ3-01]	50	38.7729	-78.1659	Jordan R.	0.062	0.006	0.005	0.921	0.003	0.003	6.2-0.6-0.5-92.1-0.3-0.3
647	RAPR10	[RAPR10-051]	50	38.4472	-78.3651	Rapidan R.	0.077	0.01	0.886	0.013	0.009	0.006	7.7-1-88.6-1.3-0.9-0.6
648	RAPR11	[RAPR11-01]	49	38.4666	-78.4428	Conway	0.003	0.006	0.976	0.007	0.004	0.004	0.3-0.6-97.6-0.7-0.4-0.4
649	RAPR12	[RAPR12-01]	50	38.4376	-78.4685	Devil's Ditch	0.046	0.016	0.909	0.017	0.005	0.007	4.6-1.6-90.9-1.7-0.5-0.7
650	RAPR13	[RAPR13-01]	25	38.4148	-78.4701	Pocosin Hollow Run	0.003	0.004	0.982	0.005	0.003	0.003	0.3-0.4-98.2-0.5-0.3-0.3
651	RAPR14	[RAPR14-01]	25	38.3797	-78.5055	South R.	0.011	0.006	0.959	0.017	0.004	0.003	1.1-0.6-95.9-1.7-0.4-0.3
652	RAPR15	[SH67-001]	25	38.45095	-78.44411	Bush Mountain Stream	0.003	0.007	0.978	0.005	0.004	0.003	0.3-0.7-97.8-0.5-0.4-0.3
653	RAPR16	[SH68-001]	30	38.54372	-78.37149	Cedar Run	0.003	0.004	0.985	0.003	0.003	0.003	0.3-0.4-98.5-0.3-0.3-0.3
654	RAPR17	[SH69-001]	30	38.50457	-78.40163	Dark Hollow	0.005	0.003	0.98	0.006	0.003	0.003	0.5-0.3-98-0.6-0.3-0.3
655	RAPR18	[SH72-001]	25	38.3916	-78.47795	Entry Run	0.002	0.002	0.987	0.003	0.003	0.002	0.2-0.2-98.7-0.3-0.3-0.2
656	RAPR19	[SH76-001]	30	38.48337	-78.43376	Laurel Prong	0.044	0.009	0.871	0.031	0.023	0.023	4.4-0.9-87.1-3.1-2.3-2.3
657	RAPR2	[RAPR2-01]	24	38.5635	-78.3638	White Oak Canyon Run	0.069	0.016	0.868	0.022	0.011	0.014	6.9-1.6-86.8-2.2-1.1-1.4
658	RAPR20	[SH78-001]	30	38.50017	-78.43459	Mill Prong	0.002	0.003	0.987	0.003	0.003	0.003	0.2-0.3-98.7-0.3-0.3-0.3
659	RAPR21	[SH79-001]	30	38.5704	-78.35266	Negro Run	0.003	0.003	0.985	0.003	0.003	0.003	0.3-0.3-98.5-0.3-0.3-0.3
662	RAPR24	[SH83-001]	30	38.41675	-78.47255	Pocosin Hollow Run	0.003	0.003	0.983	0.005	0.003	0.002	0.3-0.3-98.3-0.5-0.3-0.2
663	RAPR25	[SH86-001]	30	38.5346	-78.41011	Rose River	0.005	0.004	0.982	0.004	0.003	0.003	0.5-0.4-98.2-0.4-0.3-0.3
664	RAPR26	[SH89-001]	30	38.57729	-78.37114	White Oak Canyon Run	0.004	0.005	0.977	0.005	0.004	0.005	0.4-0.5-97.7-0.5-0.4-0.5
665	RAPR3	[RAPR3-01]	25	38.5471	-78.3754	Cedar Run	0.01	0.006	0.962	0.008	0.008	0.006	1-0.6-96.2-0.8-0.8-0.6
666	RAPR4	[RAPR4-001]	50	38.533	-78.4093	Rose R.	0.012	0.007	0.949	0.016	0.007	0.009	1.2-0.7-94.9-1.6-0.7-0.9
667	RAPR5	[RAPR5-051]	50	38.533	-78.4093	Rose R.	0.023	0.004	0.953	0.011	0.005	0.004	2.3-0.4-95.3-1.1-0.5-0.4
668	RAPR6	[RAPR6-001]	50	38.5227	-78.42	Hogcamp Branch	0.073	0.005	0.846	0.064	0.007	0.006	7.3-0.5-84.6-6.4-0.7-0.6
669	RAPR7	[RAPR7-001]	45	38.4644	-78.4115	Staunton R.	0.004	0.004	0.98	0.004	0.003	0.004	0.4-0.4-98-0.4-0.3-0.4
670	RAPR8	[RAPR8-051]	39	38.4644	-78.4115	Staunton R.	0.003	0.004	0.982	0.003	0.003	0.004	0.3-0.4-98.2-0.3-0.3-0.4
671	RAPR9	[RAPR9-001]	50	38.4472	-78.3651	Rapidan R.	0.059	0.008	0.893	0.016	0.014	0.01	5.9-0.8-89.3-1.6-1.4-1
673	SANR10	[WRC008-001]	20	36.075153	-81.786286	Bucks Timber Creek	0.004	0.003	0.005	0.005	0.978	0.004	0.4-0.3-0.5-0.5-97.8-0.4
675	SANR12	[WRC010-001]	20	35.9847383	-81.856655	Harper Creek	0.102	0.008	0.094	0.064	0.335	0.397	10.2-0.8-9.4-6.4-33.5-39.7
676	SANR13	[WRC013-001]	20	36.0941433	-81.6457927	Left Fork Mulberry Creek	0.029	0.007	0.039	0.03	0.875	0.02	2.9-0.7-3.9-3-87.5-2
677	SANR14	[WRC014-001]	20	36.0909312	-81.7941819	Little Wilson Creek	0.003	0.003	0.006	0.003	0.982	0.004	0.3-0.3-0.6-0.3-98.2-0.4
678	SANR15	[WRC015-001]	20	36.067003	-81.630581	Mulberry Creek	0.005	0.01	0.007	0.016	0.829	0.133	0.5-1-0.7-1.6-82.9-13.3
680	SANR17	[WRC017-001]	20	35.9596683	-81.888163	Upper Creek	0.33	0.018	0.021	0.033	0.483	0.114	33-1.8-2.1-3.3-48.3-11.4
681	SANR18	[WRC018-001]	20	36.0896361	-81.7737879	UT Anthony Creek (@ Headwaters Club)	0.012	0.005	0.009	0.015	0.926	0.034	1.2-0.5-0.9-1.5-92.6-3.4
682	SANR19	[WRC020-001]	20	35.9413001	-81.863064	UT Steels Creek (@ USFS Rd. 496)	0.276	0.023	0.201	0.06	0.356	0.084	27.6-2.3-20.1-6-35.6-8.4
683	SANR2	[WRC011-001]	20	35.596247	-81.706086	Henry Fork	0.982	0.003	0.004	0.005	0.003	0.003	98.2-0.3-0.4-0.5-0.3-0.3
684	SANR20	[WRC021-001]	20	36.0894111	-81.8022855	Wilson Creek	0.003	0.003	0.005	0.003	0.98	0.005	0.3-0.3-0.5-0.3-98-0.5
686	SANR22	[WRC002-001]	20	35.183939	-82.531411	Uncles Creek (above falls)	0.975	0.006	0.004	0.006	0.006	0.003	97.5-0.6-0.4-0.6-0.6-0.3
687	SANR23	[WRC392-001]	36	35.893897	-81.97595	UT Honeycutt Creek	0.003	0.118	0.044	0.014	0.805	0.016	0.3-11.8-4.4-1.4-80.5-1.6
690	SANR4	[WRC019-001]	20	35.9573661	-81.9253382	UT Linville River	0.051	0.005	0.03	0.018	0.836	0.059	5.1-0.5-3-1.8-83.6-5.9
691	SANR5	[WRC006-001]	20	35.793128	-82.141186	Bee Rock Creek	0.003	0.279	0.023	0.014	0.025	0.655	0.3-27.9-2.3-1.4-2.5-65.5
695	SANR9	[WRC007-001]	20	35.907003	-81.860933	Buck Creek	0.968	0.006	0.005	0.01	0.006	0.005	96.8-0.6-0.5-1-0.6-0.5
697	SAV_GA1	[GA01-001]	38	34.987823	-83.272426	Ammons Creek	0.004	0.003	0.003	0.003	0.005	0.983	0.4-0.3-0.3-0.3-0.5-98.3
698	SAV_GA10	[GA10-001]	30	34.953095	-83.539133	Flat Branch	0.003	0.009	0.007	0.006	0.006	0.969	0.3-0.9-0.7-0.6-0.6-96.9
699	SAV_GA12	[GA12-001]	30	34.911669	-83.313096	Tuckaluge Creek	0.028	0.031	0.085	0.011	0.075	0.771	2.8-3.1-8.5-1.1-7.5-77.1
700	SAV_GA22	[GA22-001]	30	34.860172	-83.644773	Perry Cove	0.297	0.006	0.022	0.028	0.009	0.639	29.7-0.6-2.2-2.8-0.9-63.9
701	SAV_GA23	[GA23-001]	30	34.883037	-83.604608	Lindsey Branch	0.003	0.007	0.004	0.006	0.005	0.975	0.3-0.7-0.4-0.6-0.5-97.5
702	SAV_GA8	[GA08-001]	30	34.869109	-83.622943	North Moccasin Creek	0.176	0.008	0.018	0.057	0.011	0.729	17.6-0.8-1.8-5.7-1.1-72.9
704	SAVR10	[WRC265-001]	20	35.0458446	-83.0576443	UT Whitewater River (@Heady Mtn. Gap)	0.541	0.172	0.007	0.032	0.131	0.116	54.1-17.2-0.7-3.2-13.1-11.6
705	SAVR11	[WRC266-001]	16	35.017875	-83.2746057	West Fork Overflow Creek	0.774	0.015	0.01	0.015	0.01	0.176	77.4-1.5-1-1.5-1-17.6
708	SAVR4	[WRC257-001]	20	35.0258694	-83.2390669	East Fork Overflow Creek (above and below Glenn Falls)	0.394	0.007	0.014	0.013	0.008	0.563	39.4-0.7-1.4-1.3-0.8-56.3
709	SAVR5	[WRC258-001]	20	35.0112651	-83.1217918	Glade Creek	0.07	0.009	0.024	0.041	0.038	0.818	7-0.9-2.4-4.1-3.8-81.8
710	SAVR6	[WRC259-001]	16	35.16205	-82.928467	Indian Creek	0.77	0.142	0.027	0.014	0.031	0.016	77-14.2-2.7-1.4-3.1-1.6
712	SAVR8	[WRC263-001]	20	35.0799787	-82.9970572	UT Thompson River (@NC 281 above Reid Creek)	0.59	0.179	0.046	0.018	0.097	0.071	59-17.9-4.6-1.8-9.7-7.1
714	SC01	[SC01-001]	60	34.962301	-83.097877	King Creek	0.004	0.046	0.007	0.005	0.701	0.236	0.4-4.6-0.7-0.5-70.1-23.6
715	SC02	[SC02-001]	60	34.942555	-83.09442	Crane Creek	0.006	0.159	0.003	0.006	0.417	0.408	0.6-15.9-0.3-0.6-41.7-40.8
717	IOWR1	[IOWR1-001]	53	43.4179	-91.9378	South Pine Creek	0.854	0.011	0.033	0.027	0.019	0.056	85.4-1.1-3.3-2.7-1.9-5.6
718	ISRO1	[ISRO1-001]	28	47.9335	-89.1055	Washington Creek	0.841	0.033	0.01	0.062	0.038	0.015	84.1-3.3-1-6.2-3.8-1.5
719	ISRO2	[ISRO2-001]	29	47.9212	-89.0752	Grace Creek	0.796	0.049	0.008	0.083	0.032	0.032	79.6-4.9-0.8-8.3-3.2-3.2
721	ISRO4	[ISRO4-001]	56	48.1127	-88.5697	Tobin Harbor	0.737	0.108	0.005	0.048	0.026	0.076	73.7-10.8-0.5-4.8-2.6-7.6
722	LACR1	[LACR1-001]	50	44.0877	-90.8523	Soper Creek	0.456	0.009	0.018	0.363	0.095	0.059	45.6-0.9-1.8-36.3-9.5-5.9
723	NEFS1	[NEFS1-001]	50	46.6565	-53.2144	Freshwater R.	0.977	0.005	0.002	0.005	0.006	0.004	97.7-0.5-0.2-0.5-0.6-0.4
724	NEFS2	[NEFS2-001]	36	46.6374	-53.1604	Watern Cove	0.97	0.006	0.002	0.005	0.013	0.003	97-0.6-0.2-0.5-1.3-0.3
725	NYNS1	[NY18-001]	30	40.863817	-73.200704	Nissequoque Creek	0.925	0.004	0.034	0.029	0.004	0.005	92.5-0.4-3.4-2.9-0.4-0.5
726	QUEM1	[QUEM1-001]	50	51.4174	-72.9409	Pepeshquasati R.	0.499	0.101	0.026	0.36	0.006	0.008	49.9-10.1-2.6-36-0.6-0.8
727	QUEM2	[QUEM2-001]	43	51.3628	-72.7588	Cheno R.	0.384	0.123	0.023	0.456	0.006	0.009	38.4-12.3-2.3-45.6-0.6-0.9
728	WISR1	[WISR1-001]	50	43.397	-89.6521	Parfrey's Glen Creek	0.957	0.006	0.007	0.008	0.011	0.011	95.7-0.6-0.7-0.8-1.1-1.1
729	WISR2	[WISR2-001]	49	43.4897	-90.3664	Melancthon Creek	0.614	0.014	0.046	0.253	0.038	0.034	61.4-1.4-4.6-25.3-3.8-3.4
730	WISR3	[WISR3-001]	50	43.2845	-90.3306	Ash Creek	0.903	0.006	0.014	0.035	0.033	0.009	90.3-0.6-1.4-3.5-3.3-0.9
731	MACS1	[MACS1-001]	81	41.594	-70.5066	Quashnet R., Cape Cod	0.969	0.007	0.004	0.012	0.004	0.005	96.9-0.7-0.4-1.2-0.4-0.5
732	MACS2	[MACS2-001]	49	41.5842	-70.5022	Red Brook, Cape Cod	0.975	0.004	0.004	0.009	0.004	0.004	97.5-0.4-0.4-0.9-0.4-0.4
733	MACS3	[MACS3-001]	28	41.6337	-70.4518	Santuit R., Cape Cod	0.936	0.007	0.012	0.009	0.01	0.026	93.6-0.7-1.2-0.9-1-2.6
734	MACS4	[MACS4-001]	43	41.6245	-70.481	Mashpee R., Cape Cod	0.958	0.008	0.006	0.008	0.009	0.011	95.8-0.8-0.6-0.8-0.9-1.1
735	NYLC1	[DS02-001]	30	44.288799	-73.52619	Spruce Mill Brook	0.969	0.006	0.006	0.01	0.004	0.005	96.9-0.6-0.6-1-0.4-0.5
736	NYLC2	[DS01-001]	32	44.298636	-73.742629	Styles Brook	0.786	0.01	0.03	0.161	0.005	0.008	78.6-1-3-16.1-0.5-0.8
737	VTLC1	[VTLC1-01]	50	44.1647	-72.8934	Slide Brook	0.959	0.013	0.009	0.008	0.007	0.004	95.9-1.3-0.9-0.8-0.7-0.4
738	VTLC2	[VTLC2-01]	50	43.8135	-72.9649	Kettle Brook	0.938	0.014	0.005	0.019	0.016	0.008	93.8-1.4-0.5-1.9-1.6-0.8
739	VTLM	[VTLM-01]	50	44.7845	-71.995	Bald Mountain Brook	0.921	0.015	0.012	0.017	0.007	0.029	92.1-1.5-1.2-1.7-0.7-2.9
740	NYCS1	[NYCS1-001]	40	40.762	-73.1492	Connetquot R.	0.975	0.004	0.005	0.01	0.003	0.003	97.5-0.4-0.5-1-0.3-0.3
741	NYCS2	[NY18-061]	30	40.771759	-73.156219	Connetquot R.	0.933	0.012	0.007	0.036	0.004	0.008	93.3-1.2-0.7-3.6-0.4-0.8
742	NYSS1	[NY18-031]	30	40.772389	-72.993351	Swan River	0.899	0.011	0.01	0.066	0.004	0.009	89.9-1.1-1-6.6-0.4-0.9
747	HUDR2	[HUDR2-01]	23	41.2902	-73.9943	Timp Brook	0.801	0.005	0.019	0.09	0.006	0.079	80.1-0.5-1.9-9-0.6-7.9
749	PASR1	[PASR1-01]	31	41.1571	-74.1386	Torne Brook	0.501	0.004	0.007	0.46	0.017	0.012	50.1-0.4-0.7-46-1.7-1.2
764	ACAD1	[ACAD1-001]	56	44.2869	-68.3478	Marshall Brook	0.974	0.008	0.006	0.006	0.003	0.003	97.4-0.8-0.6-0.6-0.3-0.3
765	ACAD2	[ACAD2-001]	55	44.2691	-68.3514	Lurvey Brook	0.94	0.024	0.01	0.013	0.007	0.006	94-2.4-1-1.3-0.7-0.6
766	ACAD3	[ACAD3-001]	55	44.314	-68.2246	Hunters Brook	0.976	0.006	0.006	0.005	0.004	0.004	97.6-0.6-0.6-0.5-0.4-0.4
767	ACAD4	[ACAD4-001]	55	44.3099	-68.2445	Stanley Brook	0.978	0.005	0.006	0.004	0.003	0.004	97.8-0.5-0.6-0.4-0.3-0.4
768	ACAD5	[ACAD5-001]	50	44.3177	-68.2557	Jordan Stream	0.97	0.004	0.012	0.007	0.004	0.003	97-0.4-1.2-0.7-0.4-0.3
769	ACAD6	[ACAD6-001]	41	44.3164	-68.2874	Hadlock Brook	0.963	0.011	0.01	0.01	0.003	0.003	96.3-1.1-1-1-0.3-0.3
770	CONR4	[CONR4-01]	50	42.8204	-72.969	Lamb Brook	0.952	0.013	0.009	0.008	0.011	0.007	95.2-1.3-0.9-0.8-1.1-0.7
771	CONR5	[CONR5-001]	37	42.7453	-72.3089	Brickyard Brook	0.92	0.005	0.013	0.051	0.006	0.005	92-0.5-1.3-5.1-0.6-0.5
773	CONR7	[CONR7-001]	50	42.639722	-72.988889	Manning Brook	0.941	0.029	0.011	0.008	0.006	0.005	94.1-2.9-1.1-0.8-0.6-0.5
774	NYHL	[NYHL-01]	31	43.6004	-74.8187	Horn Lake	0.131	0.05	0.03	0.65	0.121	0.017	13.1-5-3-65-12.1-1.7
775	NYLT	[NYLT-01]	42	44.0377	-74.6115	Little Tupper Lake	0.759	0.017	0.009	0.203	0.005	0.006	75.9-1.7-0.9-20.3-0.5-0.6
776	NYWP	[NYWP-01]	56	44.331	-74.6272	Windfall Pond	0.54	0.015	0.008	0.373	0.005	0.059	54-1.5-0.8-37.3-0.5-5.9
777	KENR1	[KENR1-01]	33	45.3877	-69.963	Cold Stream	0.969	0.003	0.004	0.008	0.002	0.014	96.9-0.3-0.4-0.8-0.2-1.4
779	KENR3	[KENR3-001]	41	44.9152	-71.0926	Dead Diamond River	0.94	0.009	0.013	0.028	0.005	0.005	94-0.9-1.3-2.8-0.5-0.5
780	KENR4	[KENR4-001]	27	44.9697	-71.1533	Little Diamond River	0.951	0.007	0.014	0.017	0.005	0.005	95.1-0.7-1.4-1.7-0.5-0.5
783	KENR7	[KENR7-01]	33	44.6721	-70.3593	Alder Brook	0.95	0.005	0.019	0.011	0.004	0.011	95-0.5-1.9-1.1-0.4-1.1
784	PENR1	[PENR1-01]	30	45.1431	-68.2845	Lord Brook	0.981	0.003	0.003	0.006	0.004	0.003	98.1-0.3-0.3-0.6-0.4-0.3
785	PENR2	[PENR2-01]	59	44.8541	-68.8232	Kenduskeag Stream	0.976	0.005	0.004	0.008	0.004	0.004	97.6-0.5-0.4-0.8-0.4-0.4
786	STGE1	[STGE1-01]	30	44.4392	-69.2209	Thompson Brook	0.959	0.004	0.009	0.02	0.004	0.004	95.9-0.4-0.9-2-0.4-0.4
788	MERR3	[MERR3-001]	20	42.7217	-71.5525	Flints Brook	0.951	0.013	0.007	0.017	0.006	0.006	95.1-1.3-0.7-1.7-0.6-0.6
789	MERR4	[MERR4-001]	20	42.7978	-71.5511	Witches Brook	0.957	0.008	0.006	0.007	0.01	0.012	95.7-0.8-0.6-0.7-1-1.2
790	MERR5	[MERR5-001]	20	42.8114	-71.9175	Meadow Brook	0.97	0.006	0.007	0.009	0.005	0.003	97-0.6-0.7-0.9-0.5-0.3
791	MERR6	[MERR6-001]	19	43.1464	-71.8806	Sand Brook	0.966	0.006	0.01	0.009	0.004	0.004	96.6-0.6-1-0.9-0.4-0.4
792	PISR1	[PISR1-001]	30	43.1339	-70.9697	Chelsey Brook	0.974	0.006	0.004	0.006	0.005	0.006	97.4-0.6-0.4-0.6-0.5-0.6
793	SACR1	[SACR1-001]	30	43.77	-71.2511	White Brook	0.953	0.007	0.022	0.01	0.004	0.004	95.3-0.7-2.2-1-0.4-0.4
794	CRLE1	[CRLE1-01]	26	41.5	-81.2804	Leech Stream	0.257	0.01	0.009	0.221	0.473	0.031	25.7-1-0.9-22.1-47.3-3.1
795	CRLE2	[CRLE2-01]	50	41.563	-81.2187	Woodie Brook	0.287	0.014	0.033	0.15	0.427	0.09	28.7-1.4-3.3-15-42.7-9
796	CRLE3	[CRLE3-01]	59	41.5526	-81.234	Spring Brook	0.309	0.009	0.02	0.127	0.505	0.03	30.9-0.9-2-12.7-50.5-3
797	OHAR1	[OHAR1-01]	50	42.0363	-78.4609	Two Mile Creek	0.114	0.008	0.011	0.127	0.734	0.007	11.4-0.8-1.1-12.7-73.4-0.7
798	OHAR2	[OHAR2-102]	47	41.7532	-78.0554	Allegheny R.	0.316	0.015	0.019	0.191	0.441	0.018	31.6-1.5-1.9-19.1-44.1-1.8
799	OHAR3	[OHAR3-101]	62	41.2378	-79.3223	Clarion R.	0.379	0.04	0.012	0.193	0.271	0.104	37.9-4-1.2-19.3-27.1-10.4
800	PA42_Lower	[PA42-048]	43	41.576103	-77.016626	Salt Spring Run (lower)	0.062	0.036	0.018	0.838	0.017	0.029	6.2-3.6-1.8-83.8-1.7-2.9
801	PA42_Upper	[PA42-091]	33	41.578088	-77.017383	Salt Spring Run (upper)	0.025	0.013	0.047	0.881	0.027	0.007	2.5-1.3-4.7-88.1-2.7-0.7
802	Ramsey	[UOG-001]	50	41.28714	-77.32458	Ramsey Run	0.046	0.034	0.024	0.837	0.03	0.029	4.6-3.4-2.4-83.7-3-2.9
803	Boone	[UOG-051]	50	41.35392	-77.36207	Boone Run	0.04	0.021	0.011	0.907	0.007	0.013	4-2.1-1.1-90.7-0.7-1.3
804	Dam	[UOG-251]	50	41.32943	-77.34448	Dam Run	0.021	0.019	0.01	0.935	0.01	0.005	2.1-1.9-1-93.5-1-0.5
